Station,Lat,Lon,Divisions,Year,Count,Type
Ballyjamesduff,53.8631,-7.2088,Cavan/Monaghan,2008,56,Public Order
Ballylanders,52.3707,-8.3455,Limerick,2008,15,Public Order
Ballylinan,52.943000000000005,-7.0432,Laois/Offaly,2008,16,Public Order
Ballymacarberry,52.2672,-7.7177,Waterford,2008,3,Public Order
Ballymahon,53.5613,-7.7608,Roscommon/Longford,2008,28,Public Order
Ballymore,53.4911,-7.6817,Westmeath,2008,0,Public Order
Ballymote,54.0874,-8.5152,Sligo/Leitrim,2008,29,Public Order
Ballymun,53.3945,-6.2637,D.M.R. Northern,2008,501,Public Order
Ballynacargy,53.5863,-7.5349,Westmeath,2008,6,Public Order
Ballyneety,52.5973,-8.5489,Limerick,2008,8,Public Order
Ballynoe,52.0602,-8.0993,Cork North,2008,1,Public Order
Ballyporeen,52.2702,-8.0977,Tipperary,2008,10,Public Order
Ballyshannon,54.4987,-8.2048,Donegal,2008,74,Public Order
Ballyvaughan,53.1162,-9.1471,Clare,2008,0,Public Order
Baltimore,51.4835,-9.3723,Cork West,2008,0,Public Order
Baltinglass,52.93899999999999,-6.7098,Wicklow,2008,37,Public Order
Banagher,53.1905,-7.9859,Laois/Offaly,2008,20,Public Order
Bandon,51.7451,-8.7399,Cork West,2008,340,Public Order
Bangor Erris,54.144,-9.7471,Mayo,2008,7,Public Order
Bansha,52.4493,-8.0656,Tipperary,2008,3,Public Order
Bantry,51.6803,-9.4552,Cork West,2008,138,Public Order
Barnaderg,53.4805,-8.7225,Galway,2008,2,Public Order
Barraduff,52.0598,-9.3409,Kerry,2008,1,Public Order
Beal an Mhuirthead,54.2217,-9.9856,Mayo,2008,70,Public Order
Beal Atha an Ghaorthaidh,51.8519,-9.229,Cork West,2008,1,Public Order
Belturbet,54.1012,-7.4426,Cavan/Monaghan,2008,23,Public Order
Bennettsbridge,52.5903,-7.1832,Kilkenny/Carlow,2008,5,Public Order
Birr,53.096000000000004,-7.9115,Laois/Offaly,2008,103,Public Order
Bishopstown,51.8807,-8.5146,Cork City,2008,172,Public Order
Blacklion,54.2915,-7.8762,Cavan/Monaghan,2008,1,Public Order
Blackrock Co Cork,51.8943,-8.4045,Cork North,2008,267,Public Order
Blackrock Co Dublin,53.2998,-6.1775,D.M.R. Southern,2008,287,Public Order
Blackrock Co Louth,53.9638,-6.3682,Louth,2008,30,Public Order
Blackwater,52.4454,-6.3488,Wexford,2008,10,Public Order
Blanchardstown,53.3899,-6.381,D.M.R. Western,2008,771,Public Order
Blarney,51.931999999999995,-8.5677,Cork City,2008,83,Public Order
Blessington,53.1703,-6.5337,Wicklow,2008,31,Public Order
Boherbue,52.159,-9.0698,Cork West,2008,10,Public Order
Bonniconlon,54.1096,-9.029,Mayo,2008,2,Public Order
Borris,52.6018,-6.9293,Kilkenny/Carlow,2008,6,Public Order
Borris-In-Ossory,52.9393,-7.6288,Laois/Offaly,2008,2,Public Order
Borrisokane,52.9971,-8.127,Tipperary,2008,7,Public Order
Borrisoleigh,52.7515,-7.9554,Tipperary,2008,2,Public Order
Bothar Na Tra,53.2588,-9.0797,Galway,2008,202,Public Order
Boyle,53.9734,-8.3004,Roscommon/Longford,2008,38,Public Order
Bray,53.1987,-6.1006,Wicklow,2008,685,Public Order
Bridewell Cork,51.9005,-8.477,Cork City,2008,585,Public Order
Bridewell Dublin,53.3471,-6.2741,D.M.R. North Central,2008,662,Public Order
Bruff,52.4773,-8.547,Limerick,2008,36,Public Order
Bruree,52.4232,-8.6503,Limerick,2008,8,Public Order
Bunclody,52.6568,-6.6625,Wexford,2008,44,Public Order
Buncrana,55.1313,-7.4507,Donegal,2008,212,Public Order
Bundoran,54.4766,-8.2793,Donegal,2008,134,Public Order
Burnfoot,55.0547,-7.4016,Donegal,2008,20,Public Order
Buttevant,52.2293,-8.6713,Cork North,2008,26,Public Order
Cabinteely,53.2608,-6.1507,D.M.R. Eastern,2008,176,Public Order
Cabra,53.365,-6.3076,D.M.R. Western,2008,220,Public Order
Caherciveen,51.946999999999996,-10.2198,Kerry,2008,43,Public Order
Caherconlish,52.5938,-8.4695,Limerick,2008,8,Public Order
Cahir,52.376000000000005,-7.9203,Tipperary,2008,113,Public Order
Callan,52.5424,-7.391,Kilkenny/Carlow,2008,35,Public Order
Campile,52.2878,-6.9396,Wexford,2008,4,Public Order
Cappamore,52.6147,-8.3385,Limerick,2008,7,Public Order
Cappawhite,52.5832,-8.1648,Tipperary,2008,16,Public Order
Cappoquin,52.1459,-7.8457,Waterford,2008,16,Public Order
Carbury,53.3385,-6.9367,Kildare,2008,19,Public Order
Carlingford,54.0412,-6.1872,Louth,2008,25,Public Order
Carlow,52.8405,-6.9293,Kilkenny/Carlow,2008,505,Public Order
Carna,53.3236,-9.8241,Galway,2008,5,Public Order
Carndonagh,55.2535,-7.2595,Donegal,2008,81,Public Order
Carnew,52.7105,-6.4918,Wicklow,2008,3,Public Order
Carraig Airt,55.1751,-7.7985,Donegal,2008,52,Public Order
Carrickbyrne,52.3624,-6.7597,Wexford,2008,11,Public Order
Carrickmacross,53.9761,-6.7188,Cavan/Monaghan,2008,176,Public Order
Carrick-on-Bannow,52.2381,-6.734,Wexford,2008,13,Public Order
Carrick-On-Shannon,53.9443,-8.0902,Sligo/Leitrim,2008,147,Public Order
Carrick-On-Suir,52.3482,-7.4099,Tipperary,2008,75,Public Order
Carrigaline,51.8148,-8.3915,Cork City,2008,144,Public Order
Carrigallen,53.9756,-7.6467,Sligo/Leitrim,2008,7,Public Order
Carrigans,54.9512,-7.4268,Donegal,2008,9,Public Order
Carrigtwohill,51.9095,-8.2618,Cork North,2008,32,Public Order
Cashel,52.5163,-7.8903,Tipperary,2008,69,Public Order
Castlebar,53.8534,-9.2976,Mayo,2008,277,Public Order
Castlebellingham,53.8993,-6.3899,Louth,2008,22,Public Order
Castleblayney,54.1179,-6.735,Cavan/Monaghan,2008,268,Public Order
Castlebridge,52.3847,-6.4526,Wexford,2008,11,Public Order
Castlecomer,52.7993,-7.2095,Kilkenny/Carlow,2008,33,Public Order
Castleconnell,52.7134,-8.4985,Limerick,2008,45,Public Order
Castledermot,52.9092,-6.8492,Kildare,2008,4,Public Order
Castlefin,54.8027,-7.5952,Donegal,2008,10,Public Order
Castlegregory,52.2542,-10.0206,Kerry,2008,14,Public Order
Castleisland,52.2304,-9.4628,Kerry,2008,60,Public Order
Castlemaine,52.1702,-9.7006,Kerry,2008,9,Public Order
Castlepollard,53.6785,-7.2966,Westmeath,2008,15,Public Order
Castlerea,53.7666,-8.4841,Roscommon/Longford,2008,64,Public Order
Castletownbere,51.6495,-9.9147,Cork West,2008,11,Public Order
Castletownroche,52.1707,-8.468,Cork North,2008,10,Public Order
Cavan,53.9933,-7.3609,Cavan/Monaghan,2008,451,Public Order
Celbridge,53.343999999999994,-6.5417,Kildare,2008,64,Public Order
Charlestown,53.9627,-8.7935,Mayo,2008,49,Public Order
Charleville,52.3561,-8.6826,Cork North,2008,77,Public Order
Cill Ronain,53.1213,-9.6678,Galway,2008,9,Public Order
Clane,53.2937,-6.6859,Kildare,2008,47,Public Order
Clara,53.3454,-7.6141,Laois/Offaly,2008,18,Public Order
Claremorris,53.7236,-8.9851,Mayo,2008,117,Public Order
Clifden,53.4882,-10.0092,Galway,2008,88,Public Order
Cloch na Ron,53.3936,-9.9211,Galway,2008,5,Public Order
Cloghan,53.2248,-7.8775,Laois/Offaly,2008,8,Public Order
Clogheen,52.2769,-7.9953,Tipperary,2008,8,Public Order
Clogher,54.8368,-8.4275,Donegal,2008,11,Public Order
Clogherhead,53.7904,-6.2427,Louth,2008,10,Public Order
Clonakilty,51.6249,-8.8889,Cork West,2008,224,Public Order
Clonark,53.3684,-8.0347,Roscommon/Longford,2008,3,Public Order
Clonaslee,53.1486,-7.526,Laois/Offaly,2008,8,Public Order
Clonbologue,53.2591,-7.0858,Laois/Offaly,2008,1,Public Order
Clondalkin,53.3231,-6.395,D.M.R. Western,2008,456,Public Order
Clones,54.1775,-7.2282,Cavan/Monaghan,2008,29,Public Order
Clonmany,55.263000000000005,-7.4128,Donegal,2008,17,Public Order
Clonmel,52.3541,-7.6999,Tipperary,2008,408,Public Order
Clonroche,52.4504,-6.7159,Wexford,2008,9,Public Order
Clontarf,53.3635,-6.2201,D.M.R. Northern,2008,379,Public Order
Cloughjordan,52.942,-8.0397,Tipperary,2008,5,Public Order
Cloyne,51.8628,-8.1235,Cork North,2008,13,Public Order
Coachford,51.9091,-8.7911,Cork West,2008,9,Public Order
Cobh,51.8482,-8.3036,Cork North,2008,363,Public Order
Collon,53.7779,-6.4849,Louth,2008,6,Public Order
Collooney,54.1855,-8.4879,Sligo/Leitrim,2008,18,Public Order
Cong,53.5415,-9.2865,Mayo,2008,2,Public Order
Convoy,54.8593,-7.669,Donegal,2008,21,Public Order
Coolaney,54.1724,-8.6034,Sligo/Leitrim,2008,1,Public Order
Coolock,53.3903,-6.2011,D.M.R. Northern,2008,741,Public Order
Cootehill,54.0747,-7.0787,Cavan/Monaghan,2008,69,Public Order
Corofin,52.9475,-9.0686,Clare,2008,4,Public Order
Corofin,53.4376,-8.8631,Galway,2008,5,Public Order
Courtown Harbour,52.6443,-6.2305,Wexford,2008,28,Public Order
Craughwell,53.2294,-8.7339,Galway,2008,7,Public Order
Creggs,53.5949,-8.3638,Galway,2008,0,Public Order
Crookstown,51.8587,-8.8013,Cork West,2008,7,Public Order
Croom,52.522,-8.7188,Limerick,2008,11,Public Order
Crosshaven,51.803999999999995,-8.3045,Cork City,2008,42,Public Order
Crossmolina,54.0998,-9.3227,Mayo,2008,31,Public Order
Crumlin,53.3196,-6.315,D.M.R. Southern,2008,224,Public Order
Crusheen,52.9385,-8.8986,Clare,2008,3,Public Order
Daingean,53.293,-7.2936,Laois/Offaly,2008,15,Public Order
Delvin,53.6145,-7.0901,Westmeath,2008,19,Public Order
Dingle,52.1392,-10.2705,Kerry,2008,102,Public Order
Dolla,52.7971,-8.1921,Tipperary,2008,0,Public Order
Donegal Town,54.6524,-8.1111,Donegal,2008,158,Public Order
Doneraile,52.2157,-8.5854,Cork North,2008,10,Public Order
Donnybrook,53.3217,-6.2359,D.M.R. South Central,2008,347,Public Order
Douglas,51.8751,-8.431000000000001,Cork City,2008,157,Public Order
Dowra,54.1904,-8.0153,Cavan/Monaghan,2008,1,Public Order
Drimoleague,51.659,-9.264,Cork West,2008,4,Public Order
Drinagh,51.6477,-9.1545,Cork West,2008,3,Public Order
Drogheda,53.7151,-6.3566,Louth,2008,619,Public Order
Drumad,54.0957,-6.3608,Louth,2008,10,Public Order
Drumcollogher,52.3382,-8.9113,Limerick,2008,7,Public Order
Drumlish,53.8217,-7.7659,Roscommon/Longford,2008,14,Public Order
Drumshambo,54.0465,-8.04,Sligo/Leitrim,2008,35,Public Order
Dublin Airport,53.4299,-6.2455,D.M.R. Northern,2008,108,Public Order
Duleek,53.6539,-6.4181,Meath,2008,20,Public Order
Dun Fionnachaid,55.1829,-7.9744,Donegal,2008,23,Public Order
Dun Laoghaire,53.2899,-6.1333,D.M.R. Eastern,2008,937,Public Order
Dunboyne,53.4211,-6.4771,Meath,2008,48,Public Order
Duncannon,52.2214,-6.9298,Wexford,2008,7,Public Order
Dundalk,53.9995,-6.4097,Louth,2008,747,Public Order
Dundrum,53.2895,-6.2426,D.M.R. Eastern,2008,505,Public Order
Dungarvan,52.0877,-7.6245,Waterford,2008,287,Public Order
Dunlavin,53.0588,-6.7011,Wicklow,2008,8,Public Order
Dunleer,53.8285,-6.3946,Louth,2008,15,Public Order
Dunmanway,51.7228,-9.1101,Cork West,2008,64,Public Order
Dunmore East,52.1484,-6.9929,Waterford,2008,32,Public Order
Dunmore,53.6176,-8.7406,Galway,2008,8,Public Order
Dunshaughlin,53.5108,-6.5393,Meath,2008,39,Public Order
Durrow,52.8443,-7.3961,Laois/Offaly,2008,23,Public Order
Durrus,51.6205,-9.524,Cork West,2008,0,Public Order
Edenderry,53.3368,-7.0608,Laois/Offaly,2008,83,Public Order
Edgeworthstown,53.6956,-7.606,Roscommon/Longford,2008,43,Public Order
Elphin,53.8458,-8.1925,Roscommon/Longford,2008,7,Public Order
Emly,52.4651,-8.3542,Tipperary,2008,2,Public Order
Emyvale,54.3394,-6.9576,Cavan/Monaghan,2008,9,Public Order
Enfield,53.4151,-6.8339,Meath,2008,23,Public Order
Ennis,52.8469,-8.9811,Clare,2008,690,Public Order
Enniscorthy,52.5007,-6.5707,Wexford,2008,317,Public Order
Enniscrone,54.2138,-9.0885,Sligo/Leitrim,2008,13,Public Order
Enniskerry,53.1913,-6.1695,Wicklow,2008,7,Public Order
Ennistymon,52.9374,-9.2885,Clare,2008,94,Public Order
Eyrecourt,53.1994,-8.1324,Galway,2008,5,Public Order
Farranfore,52.1714,-9.5497,Kerry,2008,5,Public Order
Ferbane,53.2708,-7.8276,Laois/Offaly,2008,15,Public Order
Fermoy,52.1385,-8.2742,Cork North,2008,303,Public Order
Ferns,52.591,-6.4978,Wexford,2008,19,Public Order
Ferrybank,52.2675,-7.1011,Waterford,2008,38,Public Order
Fethard,52.4664,-7.6944,Tipperary,2008,12,Public Order
Finglas,53.3896,-6.3068,D.M.R. Western,2008,602,Public Order
Fitzgibbon Street,53.3577,-6.2554,D.M.R. North Central,2008,498,Public Order
Foxford,53.9833,-9.1084,Mayo,2008,14,Public Order
Foynes,52.6097,-9.1037,Limerick,2008,8,Public Order
Frenchpark,53.8692,-8.4056,Roscommon/Longford,2008,6,Public Order
Freshford,52.7324,-7.3944,Kilkenny/Carlow,2008,0,Public Order
Gaillimh,53.2713,-9.0583,Galway,2008,1977,Public Order
Garristown,53.5671,-6.3839,D.M.R. Northern,2008,10,Public Order
Glanmire,51.9184,-8.3968,Cork City,2008,159,Public Order
Glantaine,52.1047,-8.7488,Cork North,2008,3,Public Order
Glasson,53.4717,-7.8635,Westmeath,2008,3,Public Order
Gleann na Muaidhe,54.2408,-9.6788,Mayo,2008,30,Public Order
Glenamaddy,53.6074,-8.5602,Galway,2008,4,Public Order
Glenbeigh,52.0571,-9.9371,Kerry,2008,9,Public Order
Glengarriff,51.7506,-9.5507,Cork West,2008,3,Public Order
Glenmore,52.3538,-7.028,Kilkenny/Carlow,2008,2,Public Order
Glin,52.5696,-9.2845,Limerick,2008,5,Public Order
Glynn,52.3728,-6.5829,Wexford,2008,2,Public Order
Gob an Choire,53.9337,-9.9185,Mayo,2008,11,Public Order
Golden,52.4968,-7.9847,Tipperary,2008,3,Public Order
Goresbridge,52.63,-6.9944,Kilkenny/Carlow,2008,13,Public Order
Gorey,52.675,-6.2973,Wexford,2008,260,Public Order
Gort,53.0674,-8.8182,Galway,2008,101,Public Order
Graiguenamanagh,52.5425,-6.9568,Kilkenny/Carlow,2008,28,Public Order
Granard,53.7786,-7.4942,Roscommon/Longford,2008,27,Public Order
Grange,54.3934,-8.5207,Sligo/Leitrim,2008,4,Public Order
Greystones,53.148,-6.0632,Wicklow,2008,157,Public Order
Gurranabraher,51.9034,-8.4966,Cork City,2008,527,Public Order
Gurteen,53.993,-8.5158,Sligo/Leitrim,2008,4,Public Order
Hackballscross,54.0316,-6.5242,Louth,2008,5,Public Order
Hacketstown,52.8643,-6.557,Kilkenny/Carlow,2008,3,Public Order
Headford,53.4703,-9.0983,Galway,2008,5,Public Order
Henry Street,52.6617,-8.6316,Limerick,2008,1188,Public Order
Holycross,52.6426,-7.8729,Tipperary,2008,7,Public Order
Hospital Co Limerick,52.4752,-8.4325,Limerick,2008,10,Public Order
Howth,53.3873,-6.069,D.M.R. Northern,2008,134,Public Order
Indreabhan,53.2406,-9.4296,Galway,2008,16,Public Order
Innishannon,51.7644,-8.6554,Cork West,2008,6,Public Order
Irishtown,53.3382,-6.2233,D.M.R. South Central,2008,226,Public Order
Kanturk,52.1759,-8.9126,Cork West,2008,73,Public Order
Keadue,54.0506,-8.1373,Roscommon/Longford,2008,2,Public Order
Kealkil,51.755,-9.3753,Cork West,2008,1,Public Order
Keel,53.9754,-10.0822,Mayo,2008,4,Public Order
Kells Ceanannus Mor,53.7284,-6.8812,Meath,2008,130,Public Order
Kenagh,53.622,-7.8151,Roscommon/Longford,2008,0,Public Order
Kenmare,51.8785,-9.5816,Kerry,2008,74,Public Order
Kerrykeel,55.1371,-7.6663,Donegal,2008,26,Public Order
Kevin Street,53.339,-6.2702,D.M.R. South Central,2008,855,Public Order
Kilbeggan,53.3685,-7.4992,Westmeath,2008,12,Public Order
Kilbrittain,51.6735,-8.6901,Cork West,2008,5,Public Order
Kilcock,53.4038,-6.6725,Kildare,2008,50,Public Order
Kilconnell,53.3314,-8.4017,Galway,2008,42,Public Order
Kilcormac,53.1762,-7.7288,Laois/Offaly,2008,15,Public Order
Kilcullen,53.1291,-6.7466,Kildare,2008,68,Public Order
Kildare,53.156000000000006,-6.9073,Kildare,2008,110,Public Order
Kildorrery,52.2454,-8.4296,Cork North,2008,2,Public Order
Kildysart,52.6746,-9.1058,Clare,2008,3,Public Order
Kilkee,52.6824,-9.6447,Clare,2008,166,Public Order
Kilkelly,53.8734,-8.8434,Mayo,2008,6,Public Order
Kilkenny,52.6524,-7.2597,Kilkenny/Carlow,2008,666,Public Order
Kill Co Waterford,52.1773,-7.3351,Waterford,2008,5,Public Order
Killala,54.2141,-9.2205,Mayo,2008,12,Public Order
Killaloe,52.8067,-8.4437,Clare,2008,70,Public Order
Killarney,52.0624,-9.5124,Kerry,2008,549,Public Order
Killeagh,51.9398,-7.995,Cork North,2008,20,Public Order
Killenaule,52.5685,-7.6728,Tipperary,2008,9,Public Order
Killeshandra,54.0118,-7.5259,Cavan/Monaghan,2008,6,Public Order
Killimor,53.1659,-8.2942,Galway,2008,13,Public Order
Killorglin,52.1065,-9.7871,Kerry,2008,101,Public Order
Killucan,53.5147,-7.1397,Westmeath,2008,2,Public Order
Kilmacow,52.3146,-7.1748,Kilkenny/Carlow,2008,6,Public Order
Kilmacrennan,55.0295,-7.7785,Donegal,2008,13,Public Order
Kilmacthomas,52.2062,-7.4213,Waterford,2008,18,Public Order
Kilmaine,53.5826,-9.1238,Mayo,2008,4,Public Order
Kilmainham,53.3419,-6.3043,D.M.R. South Central,2008,671,Public Order
Kilmallock,52.3984,-8.5758,Limerick,2008,83,Public Order
Kilmeaden,52.2462,-7.245,Waterford,2008,13,Public Order
Kilmoganny,52.4609,-7.3293,Kilkenny/Carlow,2008,4,Public Order
Kilmore Quay,52.1787,-6.5837,Wexford,2008,8,Public Order
Kilnaleck,53.8585,-7.3179,Cavan/Monaghan,2008,13,Public Order
Kilrickle,53.2302,-8.4524,Galway,2008,6,Public Order
Kilrush,52.6411,-9.4811,Clare,2008,88,Public Order
Kilsheelan,52.3615,-7.5798,Tipperary,2008,2,Public Order
Kiltimagh,53.8461,-9.0058,Mayo,2008,15,Public Order
Kiltormer,53.2376,-8.2713,Galway,2008,3,Public Order
Kilworth,52.1763,-8.2496,Cork North,2008,8,Public Order
Kingscourt,53.9043,-6.8068,Cavan/Monaghan,2008,36,Public Order
Kinlough,54.4458,-8.287,Sligo/Leitrim,2008,7,Public Order
Kinnegad,53.4559,-7.1028,Westmeath,2008,39,Public Order
Kinnitty,53.0984,-7.7221,Laois/Offaly,2008,3,Public Order
Kinsale,51.7063,-8.5255,Cork West,2008,213,Public Order
Kinvara,53.1405,-8.9397,Galway,2008,13,Public Order
Knock,53.7954,-8.9188,Mayo,2008,3,Public Order
Knocknagoshel,52.3307,-9.3853,Kerry,2008,20,Public Order
Lanesboro,53.67100000000001,-7.9853,Roscommon/Longford,2008,11,Public Order
Laytown,53.6892,-6.244,Meath,2008,69,Public Order
Leach Seoirse,53.3571,-8.9313,Galway,2008,16,Public Order
Leamybrien,52.1693,-7.5216,Waterford,2008,2,Public Order
Leitir Mor,53.2943,-9.6551,Galway,2008,1,Public Order
Leixlip,53.3674,-6.4982,Kildare,2008,219,Public Order
Letterfrack,53.5542,-9.9477,Galway,2008,5,Public Order
Letterkenny,54.9547,-7.7364,Donegal,2008,1091,Public Order
Lifford,54.8328,-7.4803,Donegal,2008,24,Public Order
Liscarroll,52.2596,-8.8063,Cork North,2008,2,Public Order
Lisdoonvarna,53.0286,-9.2897,Clare,2008,46,Public Order
Lismore,52.1367,-7.9355,Waterford,2008,27,Public Order
Lissycasey,52.7461,-9.1544,Clare,2008,6,Public Order
Listowel,52.4471,-9.4839,Kerry,2008,263,Public Order
Littleton,52.6407,-7.7349,Tipperary,2008,9,Public Order
Lixnaw,52.4041,-9.6166,Kerry,2008,5,Public Order
Longford,53.7325,-7.8014,Roscommon/Longford,2008,244,Public Order
Longwood,53.4546,-6.9270000000000005,Meath,2008,11,Public Order
Lorrha,53.0937,-8.1221,Tipperary,2008,4,Public Order
Loughrea,53.1974,-8.5699,Galway,2008,165,Public Order
Louisburgh,53.7646,-9.8076,Mayo,2008,8,Public Order
Louth,53.9524,-6.5379,Louth,2008,6,Public Order
Lucan,53.3561,-6.4507,D.M.R. Western,2008,292,Public Order
Lusk,53.5234,-6.1673,D.M.R. Northern,2008,80,Public Order
Macroom,51.9063,-8.964,Cork West,2008,127,Public Order
Maigh Cuilinn,53.3383,-9.1812,Galway,2008,2,Public Order
Malahide,53.4512,-6.1519,D.M.R. Northern,2008,266,Public Order
Mallow,52.1388,-8.6459,Cork North,2008,282,Public Order
Manorhamilton,54.3044,-8.1785,Sligo/Leitrim,2008,33,Public Order
Mayfield,51.9097,-8.429,Cork City,2008,160,Public Order
Maynooth,53.3808,-6.5927,Kildare,2008,124,Public Order
Mayorstone Park,52.6737,-8.6448,Limerick,2008,560,Public Order
Midleton,51.9167,-8.1735,Cork North,2008,185,Public Order
Milford Co Cork,52.3425,-8.8564,Cork North,2008,5,Public Order
Milford,55.086999999999996,-7.6982,Donegal,2008,60,Public Order
Millstreet Co. Cork,52.0601,-9.0615,Cork West,2008,27,Public Order
Milltown,53.6116,-8.8975,Galway,2008,0,Public Order
Miltown Malbay,52.8575,-9.4006,Clare,2008,10,Public Order
Mitchelstown,52.2636,-8.2706,Cork North,2008,105,Public Order
Moate,53.3957,-7.7345,Westmeath,2008,16,Public Order
Mohill,53.9208,-7.8681,Sligo/Leitrim,2008,44,Public Order
Monaghan,54.2514,-6.9675,Cavan/Monaghan,2008,341,Public Order
Monasterevin,53.1382,-7.0547,Kildare,2008,36,Public Order
Moneygall,52.8813,-7.9534,Tipperary,2008,2,Public Order
Monivea,53.373999999999995,-8.7023,Galway,2008,6,Public Order
Mooncoin,52.292,-7.2516,Kilkenny/Carlow,2008,16,Public Order
Mountbellew,53.4712,-8.5001,Galway,2008,45,Public Order
Mountcharles,54.6459,-8.1957,Donegal,2008,16,Public Order
Mountjoy,53.3605,-6.2668,D.M.R. North Central,2008,447,Public Order
Mountmellick,53.1188,-7.3351,Laois/Offaly,2008,74,Public Order
Mountrath,52.9982,-7.4781,Laois/Offaly,2008,18,Public Order
Moville,55.1916,-7.0286,Donegal,2008,29,Public Order
Moylough,53.4877,-8.567,Galway,2008,0,Public Order
Moyne,52.7343,-7.7141,Tipperary,2008,1,Public Order
Muff,55.0686,-7.2688,Donegal,2008,19,Public Order
Muine Bheag,52.7013,-6.9574,Kilkenny/Carlow,2008,99,Public Order
Mullagh,53.8111,-6.9432,Cavan/Monaghan,2008,8,Public Order
Mullinahone,52.5102,-7.5056,Tipperary,2008,4,Public Order
Mullinavat,52.3664,-7.1721,Kilkenny/Carlow,2008,5,Public Order
Mullingar,53.5257,-7.346,Westmeath,2008,517,Public Order
Multyfarnham,53.6242,-7.3923,Westmeath,2008,2,Public Order
Murroe,52.6497,-8.3992,Limerick,2008,8,Public Order
Myshall,52.6875,-6.7784,Kilkenny/Carlow,2008,6,Public Order
Na Cealla Beaga,54.6366,-8.4444,Donegal,2008,45,Public Order
Na Gleannta,54.7955,-8.281,Donegal,2008,160,Public Order
Naas,53.2107,-6.666,Kildare,2008,317,Public Order
Navan,53.6545,-6.6904,Meath,2008,327,Public Order
Nenagh,52.8643,-8.1996,Tipperary,2008,143,Public Order
New Ross,52.3876,-6.9508,Wexford,2008,174,Public Order
Newbridge,53.1814,-6.7955,Kildare,2008,237,Public Order
Newcastle West,52.4537,-9.0624,Limerick,2008,141,Public Order
Newmarket,52.2146,-8.997,Cork West,2008,67,Public Order
Newmarket on Fergus,52.7632,-8.8991,Clare,2008,18,Public Order
Newport Co Mayo,53.8902,-9.5467,Mayo,2008,23,Public Order
Newport Co Tipperary,52.7107,-8.4063,Tipperary,2008,9,Public Order
Newtowncunningham,54.9976,-7.5078,Donegal,2008,31,Public Order
Newtownmountkennedy,53.0969,-6.1094,Wicklow,2008,42,Public Order
Nobber,53.821000000000005,-6.7466,Meath,2008,9,Public Order
Oldcastle,53.7693,-7.1619,Meath,2008,21,Public Order
Omeath,54.0865,-6.2563,Louth,2008,13,Public Order
Oola,52.53,-8.2597,Limerick,2008,1,Public Order
