Station,Lat,Lon,Year,Thefts
Emyvale,54.3394,-6.9576,2005,44
Enfield,53.4151,-6.8339,2005,119
Ennis,52.8469,-8.9811,2005,376
Enniscorthy,52.5007,-6.5707,2005,160
Enniscrone,54.2138,-9.0885,2005,19
Enniskerry,53.1913,-6.1695,2005,75
Ennistymon,52.9374,-9.2885,2005,108
Eyrecourt,53.1994,-8.1324,2005,6
Farranfore,52.1714,-9.5497,2005,8
Ferbane,53.2708,-7.8276,2005,31
Fermoy,52.1385,-8.2742,2005,85
Ferns,52.591,-6.4978,2005,33
Ferrybank,52.2675,-7.1011,2005,34
Fethard,52.4664,-7.6944,2005,27
Finglas,53.3896,-6.3068,2005,845
Fitzgibbon Street,53.3577,-6.2554,2005,860
Foxford,53.9833,-9.1084,2005,19
Foynes,52.6097,-9.1037,2005,11
Frenchpark,53.8692,-8.4056,2005,18
Freshford,52.7324,-7.3944,2005,9
Gaillimh,53.2713,-9.0583,2005,1678
Garristown,53.5671,-6.3839,2005,17
Glanmire,51.9184,-8.3968,2005,173
Glantaine,52.1047,-8.7488,2005,11
Glasson,53.4717,-7.8635,2005,25
Gleann na Muaidhe,54.2408,-9.6788,2005,3
Glenamaddy,53.6074,-8.5602,2005,7
Glenbeigh,52.0571,-9.9371,2005,6
Glengarriff,51.7506,-9.5507,2005,11
Glenmore,52.3538,-7.028,2005,7
Glin,52.5696,-9.2845,2005,8
Glynn,52.3728,-6.5829,2005,2
Gob an Choire,53.9337,-9.9185,2005,1
Golden,52.4968,-7.9847,2005,4
Goresbridge,52.63,-6.9944,2005,9
Gorey,52.675,-6.2973,2005,202
Gort,53.0674,-8.8182,2005,50
Graiguenamanagh,52.5425,-6.9568,2005,19
Granard,53.7786,-7.4942,2005,41
Grange,54.3934,-8.5207,2005,26
Greystones,53.148,-6.0632,2005,275
Gurranabraher,51.9034,-8.4966,2005,367
Gurteen,53.993,-8.5158,2005,8
Hackballscross,54.0316,-6.5242,2005,14
Hacketstown,52.8643,-6.557,2005,11
Headford,53.4703,-9.0983,2005,7
Henry Street,52.6617,-8.6316,2005,1909
Holycross,52.6426,-7.8729,2005,6
Hospital Co Limerick,52.4752,-8.4325,2005,23
Howth,53.3873,-6.069,2005,311
Indreabhan,53.2406,-9.4296,2005,5
Innishannon,51.7644,-8.6554,2005,8
Irishtown,53.3382,-6.2233,2005,555
Kanturk,52.1759,-8.9126,2005,49
Keadue,54.0506,-8.1373,2005,5
Kealkil,51.755,-9.3753,2005,7
Keel,53.9754,-10.0822,2005,3
Kells Ceanannus Mor,53.7284,-6.8812,2005,139
Kenagh,53.622,-7.8151,2005,6
Kenmare,51.8785,-9.5816,2005,68
Kerrykeel,55.1371,-7.6663,2005,8
Kevin Street,53.339,-6.2702,2005,854
Kilbeggan,53.3685,-7.4992,2005,36
Kilbrittain,51.6735,-8.6901,2005,4
Kilcock,53.4038,-6.6725,2005,81
Kilconnell,53.3314,-8.4017,2005,5
Kilcormac,53.1762,-7.7288,2005,18
Kilcullen,53.1291,-6.7466,2005,62
Kildare,53.156000000000006,-6.9073,2005,130
Kildorrery,52.2454,-8.4296,2005,15
Kildysart,52.6746,-9.1058,2005,8
Kilkee,52.6824,-9.6447,2005,31
Kilkelly,53.8734,-8.8434,2005,4
Kilkenny,52.6524,-7.2597,2005,666
Kill Co Waterford,52.1773,-7.3351,2005,13
Killala,54.2141,-9.2205,2005,6
Killaloe,52.8067,-8.4437,2005,82
Killarney,52.0624,-9.5124,2005,245
Killeagh,51.9398,-7.995,2005,25
Killenaule,52.5685,-7.6728,2005,33
Killeshandra,54.0118,-7.5259,2005,6
Killimor,53.1659,-8.2942,2005,13
Killorglin,52.1065,-9.7871,2005,31
Killucan,53.5147,-7.1397,2005,36
Kilmacow,52.3146,-7.1748,2005,6
Kilmacrennan,55.0295,-7.7785,2005,20
Kilmacthomas,52.2062,-7.4213,2005,17
Kilmaine,53.5826,-9.1238,2005,1
Kilmainham,53.3419,-6.3043,2005,761
Kilmallock,52.3984,-8.5758,2005,33
Kilmeaden,52.2462,-7.245,2005,18
Kilmoganny,52.4609,-7.3293,2005,3
Kilmore Quay,52.1787,-6.5837,2005,22
Kilnaleck,53.8585,-7.3179,2005,17
Kilrickle,53.2302,-8.4524,2005,12
Kilrush,52.6411,-9.4811,2005,37
Kilsheelan,52.3615,-7.5798,2005,8
Kiltimagh,53.8461,-9.0058,2005,31
Kiltormer,53.2376,-8.2713,2005,2
Kilworth,52.1763,-8.2496,2005,8
Kingscourt,53.9043,-6.8068,2005,39
Kinlough,54.4458,-8.287,2005,20
Kinnegad,53.4559,-7.1028,2005,92
Kinnitty,53.0984,-7.7221,2005,7
Kinsale,51.7063,-8.5255,2005,89
Kinvara,53.1405,-8.9397,2005,4
Knock,53.7954,-8.9188,2005,15
Knocknagoshel,52.3307,-9.3853,2005,9
Lanesboro,53.67100000000001,-7.9853,2005,12
Laytown,53.6892,-6.244,2005,156
Leach Seoirse,53.3571,-8.9313,2005,25
Leamybrien,52.1693,-7.5216,2005,20
Leitir Mor,53.2943,-9.6551,2005,2
Leixlip,53.3674,-6.4982,2005,161
Letterfrack,53.5542,-9.9477,2005,10
Letterkenny,54.9547,-7.7364,2005,422
Lifford,54.8328,-7.4803,2005,24
Liscarroll,52.2596,-8.8063,2005,11
Lisdoonvarna,53.0286,-9.2897,2005,26
Lismore,52.1367,-7.9355,2005,18
Lissycasey,52.7461,-9.1544,2005,4
Listowel,52.4471,-9.4839,2005,67
Littleton,52.6407,-7.7349,2005,18
Lixnaw,52.4041,-9.6166,2005,7
Longford,53.7325,-7.8014,2005,262
Longwood,53.4546,-6.9270000000000005,2005,15
Lorrha,53.0937,-8.1221,2005,10
Loughrea,53.1974,-8.5699,2005,106
Louisburgh,53.7646,-9.8076,2005,7
Louth,53.9524,-6.5379,2005,8
Lucan,53.3561,-6.4507,2005,676
Lusk,53.5234,-6.1673,2005,139
Macroom,51.9063,-8.964,2005,97
Maigh Cuilinn,53.3383,-9.1812,2005,12
Malahide,53.4512,-6.1519,2005,440
Mallow,52.1388,-8.6459,2005,132
Manorhamilton,54.3044,-8.1785,2005,39
Mayfield,51.9097,-8.429,2005,176
Maynooth,53.3808,-6.5927,2005,258
Mayorstone Park,52.6737,-8.6448,2005,692
Midleton,51.9167,-8.1735,2005,160
Milford Co Cork,52.3425,-8.8564,2005,4
Milford,55.086999999999996,-7.6982,2005,15
Millstreet Co. Cork,52.0601,-9.0615,2005,21
Milltown,53.6116,-8.8975,2005,3
Miltown Malbay,52.8575,-9.4006,2005,46
Mitchelstown,52.2636,-8.2706,2005,55
Moate,53.3957,-7.7345,2005,64
Mohill,53.9208,-7.8681,2005,33
Monaghan,54.2514,-6.9675,2005,203
Monasterevin,53.1382,-7.0547,2005,46
Moneygall,52.8813,-7.9534,2005,4
Monivea,53.373999999999995,-8.7023,2005,4
Mooncoin,52.292,-7.2516,2005,3
Mountbellew,53.4712,-8.5001,2005,16
Mountcharles,54.6459,-8.1957,2005,6
Mountjoy,53.3605,-6.2668,2005,819
Mountmellick,53.1188,-7.3351,2005,40
Mountrath,52.9982,-7.4781,2005,25
Moville,55.1916,-7.0286,2005,27
Moylough,53.4877,-8.567,2005,8
Moyne,52.7343,-7.7141,2005,10
Muff,55.0686,-7.2688,2005,31
Muine Bheag,52.7013,-6.9574,2005,30
Mullagh,53.8111,-6.9432,2005,23
Mullinahone,52.5102,-7.5056,2005,8
Mullinavat,52.3664,-7.1721,2005,9
Mullingar,53.5257,-7.346,2005,435
Multyfarnham,53.6242,-7.3923,2005,21
Murroe,52.6497,-8.3992,2005,16
Myshall,52.6875,-6.7784,2005,4
Na Cealla Beaga,54.6366,-8.4444,2005,13
Na Gleannta,54.7955,-8.281,2005,15
Naas,53.2107,-6.666,2005,683
Navan,53.6545,-6.6904,2005,442
Nenagh,52.8643,-8.1996,2005,118
New Ross,52.3876,-6.9508,2005,124
Newbridge,53.1814,-6.7955,2005,297
Newcastle West,52.4537,-9.0624,2005,105
Newmarket,52.2146,-8.997,2005,24
Newmarket on Fergus,52.7632,-8.8991,2005,15
Newport Co Mayo,53.8902,-9.5467,2005,11
Newport Co Tipperary,52.7107,-8.4063,2005,28
Newtowncunningham,54.9976,-7.5078,2005,26
Newtownmountkennedy,53.0969,-6.1094,2005,46
Nobber,53.821000000000005,-6.7466,2005,15
Oldcastle,53.7693,-7.1619,2005,36
Omeath,54.0865,-6.2563,2005,59
Oola,52.53,-8.2597,2005,7
Oughterard,53.4274,-9.3245,2005,10
Oulart,52.5033,-6.3913,2005,12
Oylegate,52.4241,-6.5296,2005,7
Pallasgreen,52.5687,-8.3382,2005,18
Pallaskenry,52.6405,-8.8665,2005,12
Partry,53.6987,-9.2796,2005,11
Passage East,52.2392,-6.9728,2005,10
Passage West,51.8652,-8.3317,2005,20
Patrickswell,52.5958,-8.7129,2005,36
Pearse Street,53.3457,-6.2563,2005,4191
Pettigo,54.5482,-7.8349,2005,0
Piltown,52.3498,-7.3255,2005,5
Portarlington,53.1592,-7.1878,2005,91
Portlaoise,53.0317,-7.3031,2005,351
Portlaw,52.2863,-7.3176,2005,9
Portmagee,51.8852,-10.3618,2005,7
Portroe,52.8819,-8.3537,2005,7
Portumna,53.09,-8.2204,2005,18
Raheny,53.379,-6.178,2005,280
Ramelton,55.0367,-7.6507,2005,6
Raphoe,54.8744,-7.5944,2005,43
Rathangan,53.2221,-6.9975,2005,25
Rathcoole,53.2818,-6.4647,2005,301
Rathcormac Co Cork,52.0761,-8.2843,2005,27
Rathdowney,52.8567,-7.5978,2005,26
Rathdrum,52.931000000000004,-6.2265,2005,73
Rathfarnham,53.2974,-6.2881,2005,1009
Rathgormack,52.3075,-7.5038,2005,6
Rathkeale,52.5234,-8.939,2005,17
Rathmines,53.3213,-6.267,2005,698
Rathmore Co Kerry,52.0843,-9.2142,2005,16
Rathmullen,55.0958,-7.5326,2005,5
Rathvilly,52.8804,-6.6954,2005,7
Rhode,53.3511,-7.1948,2005,27
Riverstown,54.1296,-8.4,2005,12
Robertstown,53.2702,-6.8164,2005,30
Rochfortbridge,53.4133,-7.3018,2005,41
Rockcorry,54.1202,-7.0094,2005,3
Ronanstown,53.3379,-6.406000000000001,2005,924
Roosky,53.8329,-7.9228,2005,14
Ros Muc,53.3864,-9.6099,2005,2
Roscommon,53.6298,-8.1936,2005,143
Roscrea,52.9562,-7.7988,2005,72
Rosscarbery,51.5776,-9.0315,2005,12
Rosses Point,54.3054,-8.5465,2005,13
Rosslare Harbour,52.2487,-6.3341,2005,54
Rosslare Strand,52.2696,-6.3848,2005,15
Roundwood,53.063,-6.2247,2005,64
Roxboro Road,52.6508,-8.615,2005,1095
Santry,53.3897,-6.2516,2005,787
Scariff,52.9068,-8.5348,2005,27
Schull,51.5287,-9.5414,2005,12
Scotstown,54.2803,-7.0636,2005,10
Shankill,53.2335,-6.121,2005,421
Shannon,52.7079,-8.8772,2005,138
Shercock,53.9922,-6.9008,2005,14
Shevry,52.6869,-8.0471,2005,2
Shillelagh,52.7546,-6.5375,2005,19
Shinrone,52.9847,-7.9341,2005,8
Shrule,53.5199,-9.0876,2005,4
Sixmilebridge,52.7401,-8.7779,2005,27
Skerries,53.5796,-6.107,2005,83
Skibbereen,51.5486,-9.2641,2005,56
Skreen,54.2446,-8.7204,2005,2
Slane,53.7097,-6.5475,2005,41
Sligo,54.2693,-8.4713,2005,577
Smear,53.8606,-7.6017,2005,3
Sneem,51.8389,-9.904,2005,4
Sraith Salach,53.4653,-9.7214,2005,1
Stoneyford,52.5364,-7.2286,2005,3
Store Street,53.3505,-6.2522,2005,4398
Stradbally Co Laois,53.0177,-7.1516,2005,25
Strokestown,53.7808,-8.1038,2005,10
Stuake,51.9905,-8.7604,2005,2
Summerhill,53.482,-6.7334,2005,36
Sundrive Road,53.3302,-6.2987,2005,657
Swanlinbar,54.1961,-7.7038,2005,3
Swinford,53.9406,-8.9522,2005,38
Swords,53.456,-6.2211,2005,730
Taghmon,52.321999999999996,-6.6517,2005,10
Tallaght,53.2868,-6.3678,2005,2280
Tallow,52.0937,-8.0073,2005,10
Tarbert,52.5727,-9.3754,2005,8
Tarelton,51.8385,-8.9929,2005,3
Taughmaconnell,53.4032,-8.141,2005,2
Templederry,52.7741,-8.075,2005,1
Templemore,52.7966,-7.8351,2005,52
Templetuohy,52.7903,-7.7201,2005,4
Terenure,53.3098,-6.287999999999999,2005,569
Thomastown,52.528999999999996,-7.14,2005,32
Thurles,52.6757,-7.8119,2005,161
Timoleague,51.6427,-8.7663,2005,7
Tinahely,52.7967,-6.4693,2005,21
Tipperary,52.4761,-8.1629,2005,86
Togher,51.8764,-8.4863,2005,253
Toomevara,52.8497,-8.0365,2005,5
Tralee,52.2695,-9.7088,2005,535
Tramore,52.1615,-7.1534,2005,137
Trim,53.5531,-6.7893,2005,176
Tuam,53.5157,-8.8559,2005,102
Tubbercurry,54.0516,-8.7343,2005,19
Tulla,52.8654,-8.7548,2005,9
Tullamore,53.2761,-7.4949,2005,373
Tullow,52.8038,-6.7334,2005,54
Tulsk,53.7774,-8.2518,2005,14
Urlingford,52.7221,-7.5798,2005,37
Virginia,53.8344,-7.0819,2005,26
Watercourse Road,51.9071,-8.4745,2005,706
Waterford,52.2602,-7.1137,2005,1246
Watergrasshill,52.0134,-8.342,2005,14
Westport,53.7991,-9.5194,2005,64
Wexford,52.3355,-6.462000000000001,2005,485
Whitegate,51.8271,-8.2278,2005,21
Wicklow,52.9814,-6.0426,2005,228
Williamstown,53.6771,-8.5784,2005,3
Woodford,53.0476,-8.4001,2005,2
Youghal,51.9481,-7.8428,2005,134
Abbeyfeale,52.3873,-9.29,2006,48
Abbeyleix,52.9127,-7.3438,2006,46
Adare,52.5639,-8.7921,2006,22
Aglish,52.0716,-7.8221,2006,7
Ahascragh,53.3957,-8.3306,2006,3
Ailt an Chorrain,54.9849,-8.4386,2006,11
An Bun Beag,55.0656,-8.2895,2006,37
An Charraig,54.6579,-8.6331,2006,5
An Cheathru Rua,53.2645,-9.6005,2006,4
An Clochan Liath,54.9516,-8.3613,2006,30
An Coirean,51.8311,-10.1742,2006,7
An Craoslach,55.1253,-7.9126,2006,10
An Fál Carrach,55.137,-8.102,2006,23
An Maim,53.5107,-9.5649,2006,7
An Rinn,52.0484,-7.5931,2006,12
An Spideal,53.2454,-9.3056,2006,19
Anglesea Street,51.8958,-8.465,2006,1427
Annascaul,52.1524,-10.0525,2006,6
Aran Mor,53.2721,-8.9319,2006,124
Ard An Rátha,54.7645,-8.4095,2006,9
Ardee,53.8549,-6.5411,2006,96
Ardfert,52.3235,-9.7789,2006,16
Ardfinnan,52.3118,-7.8783,2006,7
Ardmore,51.951,-7.7282,2006,20
Ardnacrusha,52.7077,-8.6131,2006,90
Ardrahan,53.1566,-8.8065,2006,14
Arklow,52.7963,-6.1546,2006,256
Arles,52.891000000000005,-7.0189,2006,21
Arva,53.9254,-7.5838,2006,11
Ashbourne,53.5114,-6.397,2006,292
Ashford,53.0139,-6.1073,2006,126
Askeaton,52.6006,-8.9712,2006,24
Athea,52.4599,-9.2875,2006,4
Athenry,53.2997,-8.7497,2006,45
Athleague,53.5687,-8.2524,2006,8
Athlone,53.4233,-7.9447,2006,614
Athy,52.9902,-6.9882,2006,129
Aughrim,52.856,-6.3268,2006,22
Avoca,52.8588,-6.2129,2006,22
Baile Atha Bui,53.6236,-6.9159,2006,59
Baile an Fheirtéaraigh,52.1659,-10.4062,2006,4
Baile Bhuirne,51.9458,-9.1692,2006,10
Bailieboro,53.9152,-6.9696,2006,60
Balbriggan,53.6143,-6.1912,2006,230
Balla,53.8019,-9.1299,2006,13
Ballaghderreen,53.8999,-8.5846,2006,47
Ballina,54.1129,-9.1604,2006,186
Ballinagh,53.9311,-7.4096,2006,12
Ballinamore,54.0546,-7.797000000000001,2006,20
Ballinasloe,53.3284,-8.2236,2006,153
Ballincollig,51.8882,-8.5903,2006,196
Ballindine,53.6696,-8.9577,2006,8
Ballineen,51.7359,-8.9489,2006,3
Ballingarry,52.4721,-8.8628,2006,7
Ballingarry North,53.0184,-8.0305,2006,2
Ballingarry South,52.586000000000006,-7.541,2006,9
Ballinhassig,51.8041,-8.5705,2006,39
Ballinlough,53.7408,-8.6358,2006,18
Ballinrobe,53.6246,-9.2262,2006,44
Ballintra,54.5778,-8.1254,2006,12
Ballivor,53.5327,-6.9672,2006,30
Ballon,52.7432,-6.7722,2006,22
Ballybay,54.1289,-6.9048,2006,30
Ballybofey,54.7996,-7.781000000000001,2006,91
Ballybunion,52.5113,-9.6702,2006,43
Ballyconnell,54.119,-7.5802,2006,25
Ballycotton,51.8303,-8.0131,2006,11
Ballycroy,54.0258,-9.8259,2006,1
Ballycullane,52.2789,-6.8392,2006,9
Ballydehob,51.5591,-9.4608,2006,2
Ballydesmond,52.1782,-9.231,2006,7
Ballyduff,52.4559,-9.6631,2006,11
Ballyfermot,53.3448,-6.358,2006,568
Ballygar,53.5219,-8.3284,2006,8
Ballyhale,52.4683,-7.2015,2006,17
Ballyhaunis,53.763999999999996,-8.7674,2006,50
Ballyheigue,52.3892,-9.8275,2006,9
Ballyjamesduff,53.8631,-7.2088,2006,16
Ballylanders,52.3707,-8.3455,2006,12
Ballylinan,52.943000000000005,-7.0432,2006,30
Ballymacarberry,52.2672,-7.7177,2006,10
Ballymahon,53.5613,-7.7608,2006,31
Ballymore,53.4911,-7.6817,2006,2
Ballymote,54.0874,-8.5152,2006,14
Ballymun,53.3945,-6.2637,2006,527
Ballynacargy,53.5863,-7.5349,2006,27
Ballyneety,52.5973,-8.5489,2006,54
Ballynoe,52.0602,-8.0993,2006,10
Ballyporeen,52.2702,-8.0977,2006,2
Ballyshannon,54.4987,-8.2048,2006,68
Ballyvaughan,53.1162,-9.1471,2006,7
Baltimore,51.4835,-9.3723,2006,5
Baltinglass,52.93899999999999,-6.7098,2006,56
Banagher,53.1905,-7.9859,2006,21
Bandon,51.7451,-8.7399,2006,122
Bangor Erris,54.144,-9.7471,2006,5
Bansha,52.4493,-8.0656,2006,9
Bantry,51.6803,-9.4552,2006,71
Barnaderg,53.4805,-8.7225,2006,9
Barraduff,52.0598,-9.3409,2006,5
Beal an Mhuirthead,54.2217,-9.9856,2006,27
Beal Atha an Ghaorthaidh,51.8519,-9.229,2006,9
Belturbet,54.1012,-7.4426,2006,44
Bennettsbridge,52.5903,-7.1832,2006,18
Birr,53.096000000000004,-7.9115,2006,130
Bishopstown,51.8807,-8.5146,2006,321
Blacklion,54.2915,-7.8762,2006,10
Blackrock Co Cork,51.8943,-8.4045,2006,220
Blackrock Co Dublin,53.2998,-6.1775,2006,547
Blackrock Co Louth,53.9638,-6.3682,2006,81
Blackwater,52.4454,-6.3488,2006,33
Blanchardstown,53.3899,-6.381,2006,1980
Blarney,51.931999999999995,-8.5677,2006,168
Blessington,53.1703,-6.5337,2006,123
Boherbue,52.159,-9.0698,2006,10
Bonniconlon,54.1096,-9.029,2006,26
Borris,52.6018,-6.9293,2006,10
Borris-In-Ossory,52.9393,-7.6288,2006,25
Borrisokane,52.9971,-8.127,2006,22
Borrisoleigh,52.7515,-7.9554,2006,13
Bothar Na Tra,53.2588,-9.0797,2006,277
Boyle,53.9734,-8.3004,2006,48
Bray,53.1987,-6.1006,2006,617
Bridewell Cork,51.9005,-8.477,2006,412
Bridewell Dublin,53.3471,-6.2741,2006,947
Bruff,52.4773,-8.547,2006,37
Bruree,52.4232,-8.6503,2006,18
Bunclody,52.6568,-6.6625,2006,74
Buncrana,55.1313,-7.4507,2006,70
Bundoran,54.4766,-8.2793,2006,29
Burnfoot,55.0547,-7.4016,2006,60
Buttevant,52.2293,-8.6713,2006,24
Cabinteely,53.2608,-6.1507,2006,374
Cabra,53.365,-6.3076,2006,330
Caherciveen,51.946999999999996,-10.2198,2006,17
Caherconlish,52.5938,-8.4695,2006,32
Cahir,52.376000000000005,-7.9203,2006,77
Callan,52.5424,-7.391,2006,54
Campile,52.2878,-6.9396,2006,4
Cappamore,52.6147,-8.3385,2006,19
Cappawhite,52.5832,-8.1648,2006,23
Cappoquin,52.1459,-7.8457,2006,13
Carbury,53.3385,-6.9367,2006,26
Carlingford,54.0412,-6.1872,2006,60
Carlow,52.8405,-6.9293,2006,689
Carna,53.3236,-9.8241,2006,13
Carndonagh,55.2535,-7.2595,2006,29
Carnew,52.7105,-6.4918,2006,28
Carraig Airt,55.1751,-7.7985,2006,12
Carrickbyrne,52.3624,-6.7597,2006,26
Carrickmacross,53.9761,-6.7188,2006,95
Carrick-on-Bannow,52.2381,-6.734,2006,18
Carrick-On-Shannon,53.9443,-8.0902,2006,121
Carrick-On-Suir,52.3482,-7.4099,2006,97
Carrigaline,51.8148,-8.3915,2006,87
Carrigallen,53.9756,-7.6467,2006,11
Carrigans,54.9512,-7.4268,2006,22
Carrigtwohill,51.9095,-8.2618,2006,41
Cashel,52.5163,-7.8903,2006,50
Castlebar,53.8534,-9.2976,2006,276
Castlebellingham,53.8993,-6.3899,2006,48
Castleblayney,54.1179,-6.735,2006,100
Castlebridge,52.3847,-6.4526,2006,26
Castlecomer,52.7993,-7.2095,2006,73
Castleconnell,52.7134,-8.4985,2006,87
Castledermot,52.9092,-6.8492,2006,38
Castlefin,54.8027,-7.5952,2006,18
Castlegregory,52.2542,-10.0206,2006,4
Castleisland,52.2304,-9.4628,2006,39
Castlemaine,52.1702,-9.7006,2006,5
Castlepollard,53.6785,-7.2966,2006,40
Castlerea,53.7666,-8.4841,2006,62
Castletownbere,51.6495,-9.9147,2006,32
Castletownroche,52.1707,-8.468,2006,26
Cavan,53.9933,-7.3609,2006,249
Celbridge,53.343999999999994,-6.5417,2006,231
Charlestown,53.9627,-8.7935,2006,61
Charleville,52.3561,-8.6826,2006,53
Cill Ronain,53.1213,-9.6678,2006,2
Clane,53.2937,-6.6859,2006,177
Clara,53.3454,-7.6141,2006,35
Claremorris,53.7236,-8.9851,2006,72
Clifden,53.4882,-10.0092,2006,33
Cloch na Ron,53.3936,-9.9211,2006,2
Cloghan,53.2248,-7.8775,2006,14
Clogheen,52.2769,-7.9953,2006,5
Clogher,54.8368,-8.4275,2006,4
Clogherhead,53.7904,-6.2427,2006,25
Clonakilty,51.6249,-8.8889,2006,72
Clonark,53.3684,-8.0347,2006,9
Clonaslee,53.1486,-7.526,2006,5
Clonbologue,53.2591,-7.0858,2006,12
Clondalkin,53.3231,-6.395,2006,882
Clones,54.1775,-7.2282,2006,37
Clonmany,55.263000000000005,-7.4128,2006,13
Clonmel,52.3541,-7.6999,2006,278
Clonroche,52.4504,-6.7159,2006,11
Clontarf,53.3635,-6.2201,2006,676
Cloughjordan,52.942,-8.0397,2006,2
Cloyne,51.8628,-8.1235,2006,10
Coachford,51.9091,-8.7911,2006,10
Cobh,51.8482,-8.3036,2006,82
Collon,53.7779,-6.4849,2006,20
Collooney,54.1855,-8.4879,2006,27
Cong,53.5415,-9.2865,2006,5
Convoy,54.8593,-7.669,2006,35
Coolaney,54.1724,-8.6034,2006,5
Coolock,53.3903,-6.2011,2006,896
Cootehill,54.0747,-7.0787,2006,32
Corofin,52.9475,-9.0686,2006,15
Corofin,53.4376,-8.8631,2006,8
Courtown Harbour,52.6443,-6.2305,2006,70
Craughwell,53.2294,-8.7339,2006,45
Creggs,53.5949,-8.3638,2006,1
Crookstown,51.8587,-8.8013,2006,25
Croom,52.522,-8.7188,2006,23
Crosshaven,51.803999999999995,-8.3045,2006,27
Crossmolina,54.0998,-9.3227,2006,20
Crumlin,53.3196,-6.315,2006,560
Crusheen,52.9385,-8.8986,2006,5
Daingean,53.293,-7.2936,2006,22
Delvin,53.6145,-7.0901,2006,31
Dingle,52.1392,-10.2705,2006,20
Dolla,52.7971,-8.1921,2006,4
Donegal Town,54.6524,-8.1111,2006,55
Doneraile,52.2157,-8.5854,2006,17
Donnybrook,53.3217,-6.2359,2006,656
Douglas,51.8751,-8.431000000000001,2006,220
Dowra,54.1904,-8.0153,2006,1
Drimoleague,51.659,-9.264,2006,15
Drinagh,51.6477,-9.1545,2006,2
Drogheda,53.7151,-6.3566,2006,589
Drumad,54.0957,-6.3608,2006,57
Drumcollogher,52.3382,-8.9113,2006,11
Drumlish,53.8217,-7.7659,2006,4
Drumshambo,54.0465,-8.04,2006,17
Dublin Airport,53.4299,-6.2455,2006,190
Duleek,53.6539,-6.4181,2006,61
Dun Fionnachaid,55.1829,-7.9744,2006,9
Dun Laoghaire,53.2899,-6.1333,2006,779
Dunboyne,53.4211,-6.4771,2006,174
Duncannon,52.2214,-6.9298,2006,26
Dundalk,53.9995,-6.4097,2006,917
Dundrum,53.2895,-6.2426,2006,1025
Dungarvan,52.0877,-7.6245,2006,249
Dunlavin,53.0588,-6.7011,2006,27
Dunleer,53.8285,-6.3946,2006,45
Dunmanway,51.7228,-9.1101,2006,60
Dunmore East,52.1484,-6.9929,2006,30
Dunmore,53.6176,-8.7406,2006,8
Dunshaughlin,53.5108,-6.5393,2006,86
Durrow,52.8443,-7.3961,2006,24
Durrus,51.6205,-9.524,2006,6
Edenderry,53.3368,-7.0608,2006,111
Edgeworthstown,53.6956,-7.606,2006,47
Elphin,53.8458,-8.1925,2006,13
Emly,52.4651,-8.3542,2006,1
Emyvale,54.3394,-6.9576,2006,40
Enfield,53.4151,-6.8339,2006,110
Ennis,52.8469,-8.9811,2006,535
Enniscorthy,52.5007,-6.5707,2006,199
Enniscrone,54.2138,-9.0885,2006,34
Enniskerry,53.1913,-6.1695,2006,73
Ennistymon,52.9374,-9.2885,2006,41
Eyrecourt,53.1994,-8.1324,2006,6
Farranfore,52.1714,-9.5497,2006,9
Ferbane,53.2708,-7.8276,2006,21
Fermoy,52.1385,-8.2742,2006,100
Ferns,52.591,-6.4978,2006,22
Ferrybank,52.2675,-7.1011,2006,35
Fethard,52.4664,-7.6944,2006,20
Finglas,53.3896,-6.3068,2006,910
Fitzgibbon Street,53.3577,-6.2554,2006,797
Foxford,53.9833,-9.1084,2006,17
Foynes,52.6097,-9.1037,2006,12
Frenchpark,53.8692,-8.4056,2006,9
Freshford,52.7324,-7.3944,2006,6
Gaillimh,53.2713,-9.0583,2006,1886
Garristown,53.5671,-6.3839,2006,25
Glanmire,51.9184,-8.3968,2006,162
Glantaine,52.1047,-8.7488,2006,7
Glasson,53.4717,-7.8635,2006,18
Gleann na Muaidhe,54.2408,-9.6788,2006,3
Glenamaddy,53.6074,-8.5602,2006,3
Glenbeigh,52.0571,-9.9371,2006,2
Glengarriff,51.7506,-9.5507,2006,14
Glenmore,52.3538,-7.028,2006,5
Glin,52.5696,-9.2845,2006,2
Glynn,52.3728,-6.5829,2006,3
Gob an Choire,53.9337,-9.9185,2006,6
Golden,52.4968,-7.9847,2006,7
Goresbridge,52.63,-6.9944,2006,7
Gorey,52.675,-6.2973,2006,178
Gort,53.0674,-8.8182,2006,65
Graiguenamanagh,52.5425,-6.9568,2006,11
Granard,53.7786,-7.4942,2006,51
Grange,54.3934,-8.5207,2006,19
Greystones,53.148,-6.0632,2006,287
Gurranabraher,51.9034,-8.4966,2006,314
Gurteen,53.993,-8.5158,2006,5
Hackballscross,54.0316,-6.5242,2006,13
Hacketstown,52.8643,-6.557,2006,24
Headford,53.4703,-9.0983,2006,17
Henry Street,52.6617,-8.6316,2006,2047
Holycross,52.6426,-7.8729,2006,3
Hospital Co Limerick,52.4752,-8.4325,2006,17
Howth,53.3873,-6.069,2006,331
Indreabhan,53.2406,-9.4296,2006,10
Innishannon,51.7644,-8.6554,2006,10
Irishtown,53.3382,-6.2233,2006,528
Kanturk,52.1759,-8.9126,2006,53
Keadue,54.0506,-8.1373,2006,1
Kealkil,51.755,-9.3753,2006,6
Keel,53.9754,-10.0822,2006,1
