Station,Lat,Lon,Year,Thefts
Clonmel,52.3541,-7.6999,2013,333
Clonroche,52.4504,-6.7159,2013,33
Clontarf,53.3635,-6.2201,2013,759
Cloughjordan,52.942,-8.0397,2013,1
Cloyne,51.8628,-8.1235,2013,16
Coachford,51.9091,-8.7911,2013,20
Cobh,51.8482,-8.3036,2013,132
Collon,53.7779,-6.4849,2013,13
Collooney,54.1855,-8.4879,2013,42
Cong,53.5415,-9.2865,2013,14
Convoy,54.8593,-7.669,2013,23
Coolaney,54.1724,-8.6034,2013,9
Coolock,53.3903,-6.2011,2013,1051
Cootehill,54.0747,-7.0787,2013,53
Corofin,52.9475,-9.0686,2013,18
Corofin,53.4376,-8.8631,2013,5
Courtown Harbour,52.6443,-6.2305,2013,84
Craughwell,53.2294,-8.7339,2013,20
Creggs,53.5949,-8.3638,2013,3
Crookstown,51.8587,-8.8013,2013,25
Croom,52.522,-8.7188,2013,31
Crosshaven,51.803999999999995,-8.3045,2013,22
Crossmolina,54.0998,-9.3227,2013,15
Crumlin,53.3196,-6.315,2013,469
Crusheen,52.9385,-8.8986,2013,9
Daingean,53.293,-7.2936,2013,25
Delvin,53.6145,-7.0901,2013,28
Dingle,52.1392,-10.2705,2013,7
Dolla,52.7971,-8.1921,2013,2
Donegal Town,54.6524,-8.1111,2013,40
Doneraile,52.2157,-8.5854,2013,19
Donnybrook,53.3217,-6.2359,2013,755
Douglas,51.8751,-8.431000000000001,2013,165
Dowra,54.1904,-8.0153,2013,2
Drimoleague,51.659,-9.264,2013,9
Drinagh,51.6477,-9.1545,2013,1
Drogheda,53.7151,-6.3566,2013,598
Drumad,54.0957,-6.3608,2013,71
Drumcollogher,52.3382,-8.9113,2013,21
Drumlish,53.8217,-7.7659,2013,5
Drumshambo,54.0465,-8.04,2013,33
Dublin Airport,53.4299,-6.2455,2013,172
Duleek,53.6539,-6.4181,2013,71
Dun Fionnachaid,55.1829,-7.9744,2013,2
Dun Laoghaire,53.2899,-6.1333,2013,815
Dunboyne,53.4211,-6.4771,2013,228
Duncannon,52.2214,-6.9298,2013,31
Dundalk,53.9995,-6.4097,2013,923
Dundrum,53.2895,-6.2426,2013,1394
Dungarvan,52.0877,-7.6245,2013,202
Dunlavin,53.0588,-6.7011,2013,13
Dunleer,53.8285,-6.3946,2013,42
Dunmanway,51.7228,-9.1101,2013,38
Dunmore East,52.1484,-6.9929,2013,30
Dunmore,53.6176,-8.7406,2013,20
Dunshaughlin,53.5108,-6.5393,2013,100
Durrow,52.8443,-7.3961,2013,19
Durrus,51.6205,-9.524,2013,4
Edenderry,53.3368,-7.0608,2013,88
Edgeworthstown,53.6956,-7.606,2013,58
Elphin,53.8458,-8.1925,2013,8
Emly,52.4651,-8.3542,2013,8
Emyvale,54.3394,-6.9576,2013,29
Enfield,53.4151,-6.8339,2013,50
Ennis,52.8469,-8.9811,2013,469
Enniscorthy,52.5007,-6.5707,2013,272
Enniscrone,54.2138,-9.0885,2013,19
Enniskerry,53.1913,-6.1695,2013,88
Ennistymon,52.9374,-9.2885,2013,69
Eyrecourt,53.1994,-8.1324,2013,18
Farranfore,52.1714,-9.5497,2013,10
Ferbane,53.2708,-7.8276,2013,30
Fermoy,52.1385,-8.2742,2013,94
Ferns,52.591,-6.4978,2013,34
Ferrybank,52.2675,-7.1011,2013,55
Fethard,52.4664,-7.6944,2013,43
Finglas,53.3896,-6.3068,2013,996
Fitzgibbon Street,53.3577,-6.2554,2013,850
Foxford,53.9833,-9.1084,2013,20
Foynes,52.6097,-9.1037,2013,36
Frenchpark,53.8692,-8.4056,2013,12
Freshford,52.7324,-7.3944,2013,16
Gaillimh,53.2713,-9.0583,2013,1231
Garristown,53.5671,-6.3839,2013,31
Glanmire,51.9184,-8.3968,2013,114
Glantaine,52.1047,-8.7488,2013,10
Glasson,53.4717,-7.8635,2013,22
Gleann na Muaidhe,54.2408,-9.6788,2013,4
Glenamaddy,53.6074,-8.5602,2013,4
Glenbeigh,52.0571,-9.9371,2013,4
Glengarriff,51.7506,-9.5507,2013,11
Glenmore,52.3538,-7.028,2013,17
Glin,52.5696,-9.2845,2013,17
Glynn,52.3728,-6.5829,2013,9
Gob an Choire,53.9337,-9.9185,2013,9
Golden,52.4968,-7.9847,2013,17
Goresbridge,52.63,-6.9944,2013,29
Gorey,52.675,-6.2973,2013,216
Gort,53.0674,-8.8182,2013,44
Graiguenamanagh,52.5425,-6.9568,2013,29
Granard,53.7786,-7.4942,2013,48
Grange,54.3934,-8.5207,2013,30
Greystones,53.148,-6.0632,2013,256
Gurranabraher,51.9034,-8.4966,2013,209
Gurteen,53.993,-8.5158,2013,14
Hackballscross,54.0316,-6.5242,2013,23
Hacketstown,52.8643,-6.557,2013,8
Headford,53.4703,-9.0983,2013,46
Henry Street,52.6617,-8.6316,2013,1380
Holycross,52.6426,-7.8729,2013,13
Hospital Co Limerick,52.4752,-8.4325,2013,23
Howth,53.3873,-6.069,2013,371
Indreabhan,53.2406,-9.4296,2013,6
Innishannon,51.7644,-8.6554,2013,7
Irishtown,53.3382,-6.2233,2013,661
Kanturk,52.1759,-8.9126,2013,62
Keadue,54.0506,-8.1373,2013,10
Kealkil,51.755,-9.3753,2013,3
Keel,53.9754,-10.0822,2013,12
Kells Ceanannus Mor,53.7284,-6.8812,2013,125
Kenagh,53.622,-7.8151,2013,14
Kenmare,51.8785,-9.5816,2013,28
Kerrykeel,55.1371,-7.6663,2013,2
Kevin Street,53.339,-6.2702,2013,1283
Kilbeggan,53.3685,-7.4992,2013,60
Kilbrittain,51.6735,-8.6901,2013,14
Kilcock,53.4038,-6.6725,2013,107
Kilconnell,53.3314,-8.4017,2013,4
Kilcormac,53.1762,-7.7288,2013,24
Kilcullen,53.1291,-6.7466,2013,55
Kildare,53.156000000000006,-6.9073,2013,114
Kildorrery,52.2454,-8.4296,2013,19
Kildysart,52.6746,-9.1058,2013,11
Kilkee,52.6824,-9.6447,2013,28
Kilkelly,53.8734,-8.8434,2013,17
Kilkenny,52.6524,-7.2597,2013,685
Kill Co Waterford,52.1773,-7.3351,2013,11
Killala,54.2141,-9.2205,2013,35
Killaloe,52.8067,-8.4437,2013,62
Killarney,52.0624,-9.5124,2013,267
Killeagh,51.9398,-7.995,2013,35
Killenaule,52.5685,-7.6728,2013,25
Killeshandra,54.0118,-7.5259,2013,7
Killimor,53.1659,-8.2942,2013,8
Killorglin,52.1065,-9.7871,2013,48
Killucan,53.5147,-7.1397,2013,10
Kilmacow,52.3146,-7.1748,2013,13
Kilmacrennan,55.0295,-7.7785,2013,14
Kilmacthomas,52.2062,-7.4213,2013,33
Kilmaine,53.5826,-9.1238,2013,6
Kilmainham,53.3419,-6.3043,2013,789
Kilmallock,52.3984,-8.5758,2013,66
Kilmeaden,52.2462,-7.245,2013,13
Kilmoganny,52.4609,-7.3293,2013,11
Kilmore Quay,52.1787,-6.5837,2013,26
Kilnaleck,53.8585,-7.3179,2013,29
Kilrickle,53.2302,-8.4524,2013,9
Kilrush,52.6411,-9.4811,2013,57
Kilsheelan,52.3615,-7.5798,2013,10
Kiltimagh,53.8461,-9.0058,2013,13
Kiltormer,53.2376,-8.2713,2013,6
Kilworth,52.1763,-8.2496,2013,10
Kingscourt,53.9043,-6.8068,2013,16
Kinlough,54.4458,-8.287,2013,22
Kinnegad,53.4559,-7.1028,2013,51
Kinnitty,53.0984,-7.7221,2013,16
Kinsale,51.7063,-8.5255,2013,99
Kinvara,53.1405,-8.9397,2013,11
Knock,53.7954,-8.9188,2013,8
Knocknagoshel,52.3307,-9.3853,2013,9
Lanesboro,53.67100000000001,-7.9853,2013,24
Laytown,53.6892,-6.244,2013,313
Leach Seoirse,53.3571,-8.9313,2013,70
Leamybrien,52.1693,-7.5216,2013,22
Leitir Mor,53.2943,-9.6551,2013,3
Leixlip,53.3674,-6.4982,2013,226
Letterfrack,53.5542,-9.9477,2013,10
Letterkenny,54.9547,-7.7364,2013,411
Lifford,54.8328,-7.4803,2013,19
Liscarroll,52.2596,-8.8063,2013,10
Lisdoonvarna,53.0286,-9.2897,2013,9
Lismore,52.1367,-7.9355,2013,17
Lissycasey,52.7461,-9.1544,2013,9
Listowel,52.4471,-9.4839,2013,66
Littleton,52.6407,-7.7349,2013,20
Lixnaw,52.4041,-9.6166,2013,12
Longford,53.7325,-7.8014,2013,294
Longwood,53.4546,-6.9270000000000005,2013,32
Lorrha,53.0937,-8.1221,2013,4
Loughrea,53.1974,-8.5699,2013,75
Louisburgh,53.7646,-9.8076,2013,18
Louth,53.9524,-6.5379,2013,13
Lucan,53.3561,-6.4507,2013,820
Lusk,53.5234,-6.1673,2013,319
Macroom,51.9063,-8.964,2013,67
Maigh Cuilinn,53.3383,-9.1812,2013,7
Malahide,53.4512,-6.1519,2013,431
Mallow,52.1388,-8.6459,2013,196
Manorhamilton,54.3044,-8.1785,2013,26
Mayfield,51.9097,-8.429,2013,209
Maynooth,53.3808,-6.5927,2013,370
Mayorstone Park,52.6737,-8.6448,2013,455
Midleton,51.9167,-8.1735,2013,154
Milford Co Cork,52.3425,-8.8564,2013,9
Milford,55.086999999999996,-7.6982,2013,15
Millstreet Co. Cork,52.0601,-9.0615,2013,33
Milltown,53.6116,-8.8975,2013,6
Miltown Malbay,52.8575,-9.4006,2013,17
Mitchelstown,52.2636,-8.2706,2013,68
Moate,53.3957,-7.7345,2013,28
Mohill,53.9208,-7.8681,2013,42
Monaghan,54.2514,-6.9675,2013,180
Monasterevin,53.1382,-7.0547,2013,141
Moneygall,52.8813,-7.9534,2013,3
Monivea,53.373999999999995,-8.7023,2013,5
Mooncoin,52.292,-7.2516,2013,17
Mountbellew,53.4712,-8.5001,2013,14
Mountcharles,54.6459,-8.1957,2013,5
Mountjoy,53.3605,-6.2668,2013,996
Mountmellick,53.1188,-7.3351,2013,114
Mountrath,52.9982,-7.4781,2013,99
Moville,55.1916,-7.0286,2013,11
Moylough,53.4877,-8.567,2013,7
Moyne,52.7343,-7.7141,2013,7
Muff,55.0686,-7.2688,2013,34
Muine Bheag,52.7013,-6.9574,2013,68
Mullagh,53.8111,-6.9432,2013,20
Mullinahone,52.5102,-7.5056,2013,12
Mullinavat,52.3664,-7.1721,2013,18
Mullingar,53.5257,-7.346,2013,497
Multyfarnham,53.6242,-7.3923,2013,16
Murroe,52.6497,-8.3992,2013,19
Myshall,52.6875,-6.7784,2013,14
Na Cealla Beaga,54.6366,-8.4444,2013,14
Na Gleannta,54.7955,-8.281,2013,9
Naas,53.2107,-6.666,2013,742
Navan,53.6545,-6.6904,2013,676
Nenagh,52.8643,-8.1996,2013,163
New Ross,52.3876,-6.9508,2013,146
Newbridge,53.1814,-6.7955,2013,298
Newcastle West,52.4537,-9.0624,2013,137
Newmarket,52.2146,-8.997,2013,18
Newmarket on Fergus,52.7632,-8.8991,2013,23
Newport Co Mayo,53.8902,-9.5467,2013,17
Newport Co Tipperary,52.7107,-8.4063,2013,38
Newtowncunningham,54.9976,-7.5078,2013,29
Newtownmountkennedy,53.0969,-6.1094,2013,59
Nobber,53.821000000000005,-6.7466,2013,35
Oldcastle,53.7693,-7.1619,2013,19
Omeath,54.0865,-6.2563,2013,13
Oola,52.53,-8.2597,2013,9
Oughterard,53.4274,-9.3245,2013,10
Oulart,52.5033,-6.3913,2013,24
Oylegate,52.4241,-6.5296,2013,11
Pallasgreen,52.5687,-8.3382,2013,14
Pallaskenry,52.6405,-8.8665,2013,59
Partry,53.6987,-9.2796,2013,16
Passage East,52.2392,-6.9728,2013,11
Passage West,51.8652,-8.3317,2013,35
Patrickswell,52.5958,-8.7129,2013,70
Pearse Street,53.3457,-6.2563,2013,6511
Pettigo,54.5482,-7.8349,2013,13
Piltown,52.3498,-7.3255,2013,25
Portarlington,53.1592,-7.1878,2013,150
Portlaoise,53.0317,-7.3031,2013,668
Portlaw,52.2863,-7.3176,2013,23
Portmagee,51.8852,-10.3618,2013,7
Portroe,52.8819,-8.3537,2013,7
Portumna,53.09,-8.2204,2013,40
Raheny,53.379,-6.178,2013,334
Ramelton,55.0367,-7.6507,2013,14
Raphoe,54.8744,-7.5944,2013,18
Rathangan,53.2221,-6.9975,2013,54
Rathcoole,53.2818,-6.4647,2013,301
Rathcormac Co Cork,52.0761,-8.2843,2013,21
Rathdowney,52.8567,-7.5978,2013,23
Rathdrum,52.931000000000004,-6.2265,2013,104
Rathfarnham,53.2974,-6.2881,2013,809
Rathgormack,52.3075,-7.5038,2013,15
Rathkeale,52.5234,-8.939,2013,38
Rathmines,53.3213,-6.267,2013,752
Rathmore Co Kerry,52.0843,-9.2142,2013,19
Rathmullen,55.0958,-7.5326,2013,3
Rathvilly,52.8804,-6.6954,2013,6
Rhode,53.3511,-7.1948,2013,11
Riverstown,54.1296,-8.4,2013,20
Robertstown,53.2702,-6.8164,2013,55
Rochfortbridge,53.4133,-7.3018,2013,19
Rockcorry,54.1202,-7.0094,2013,5
Ronanstown,53.3379,-6.406000000000001,2013,846
Roosky,53.8329,-7.9228,2013,19
Ros Muc,53.3864,-9.6099,2013,1
Roscommon,53.6298,-8.1936,2013,118
Roscrea,52.9562,-7.7988,2013,43
Rosscarbery,51.5776,-9.0315,2013,21
Rosses Point,54.3054,-8.5465,2013,20
Rosslare Harbour,52.2487,-6.3341,2013,30
Rosslare Strand,52.2696,-6.3848,2013,43
Roundwood,53.063,-6.2247,2013,116
Roxboro Road,52.6508,-8.615,2013,945
Santry,53.3897,-6.2516,2013,1057
Scariff,52.9068,-8.5348,2013,23
Schull,51.5287,-9.5414,2013,14
Scotstown,54.2803,-7.0636,2013,12
Shankill,53.2335,-6.121,2013,288
Shannon,52.7079,-8.8772,2013,118
Shercock,53.9922,-6.9008,2013,4
Shevry,52.6869,-8.0471,2013,1
Shillelagh,52.7546,-6.5375,2013,13
Shinrone,52.9847,-7.9341,2013,11
Shrule,53.5199,-9.0876,2013,3
Sixmilebridge,52.7401,-8.7779,2013,38
Skerries,53.5796,-6.107,2013,121
Skibbereen,51.5486,-9.2641,2013,52
Skreen,54.2446,-8.7204,2013,6
Slane,53.7097,-6.5475,2013,57
Sligo,54.2693,-8.4713,2013,459
Smear,53.8606,-7.6017,2013,6
Sneem,51.8389,-9.904,2013,10
Sraith Salach,53.4653,-9.7214,2013,5
Stoneyford,52.5364,-7.2286,2013,16
Store Street,53.3505,-6.2522,2013,5014
Stradbally Co Laois,53.0177,-7.1516,2013,81
Strokestown,53.7808,-8.1038,2013,12
Stuake,51.9905,-8.7604,2013,13
Summerhill,53.482,-6.7334,2013,19
Sundrive Road,53.3302,-6.2987,2013,364
Swanlinbar,54.1961,-7.7038,2013,6
Swinford,53.9406,-8.9522,2013,35
Swords,53.456,-6.2211,2013,906
Taghmon,52.321999999999996,-6.6517,2013,30
Tallaght,53.2868,-6.3678,2013,1334
Tallow,52.0937,-8.0073,2013,8
Tarbert,52.5727,-9.3754,2013,8
Tarelton,51.8385,-8.9929,2013,9
Taughmaconnell,53.4032,-8.141,2013,1
Templederry,52.7741,-8.075,2013,2
Templemore,52.7966,-7.8351,2013,42
Templetuohy,52.7903,-7.7201,2013,8
Terenure,53.3098,-6.287999999999999,2013,491
Thomastown,52.528999999999996,-7.14,2013,23
Thurles,52.6757,-7.8119,2013,129
Timoleague,51.6427,-8.7663,2013,0
Tinahely,52.7967,-6.4693,2013,10
Tipperary,52.4761,-8.1629,2013,138
Togher,51.8764,-8.4863,2013,158
Toomevara,52.8497,-8.0365,2013,7
Tralee,52.2695,-9.7088,2013,453
Tramore,52.1615,-7.1534,2013,110
Trim,53.5531,-6.7893,2013,109
Tuam,53.5157,-8.8559,2013,93
Tubbercurry,54.0516,-8.7343,2013,33
Tulla,52.8654,-8.7548,2013,11
Tullamore,53.2761,-7.4949,2013,413
Tullow,52.8038,-6.7334,2013,62
Tulsk,53.7774,-8.2518,2013,11
Urlingford,52.7221,-7.5798,2013,34
Virginia,53.8344,-7.0819,2013,53
Watercourse Road,51.9071,-8.4745,2013,552
Waterford,52.2602,-7.1137,2013,1331
Watergrasshill,52.0134,-8.342,2013,13
Westport,53.7991,-9.5194,2013,103
Wexford,52.3355,-6.462000000000001,2013,469
Whitegate,51.8271,-8.2278,2013,13
Wicklow,52.9814,-6.0426,2013,193
Williamstown,53.6771,-8.5784,2013,14
Woodford,53.0476,-8.4001,2013,11
Youghal,51.9481,-7.8428,2013,88
Abbeyfeale,52.3873,-9.29,2014,67
Abbeyleix,52.9127,-7.3438,2014,68
Adare,52.5639,-8.7921,2014,44
Aglish,52.0716,-7.8221,2014,4
Ahascragh,53.3957,-8.3306,2014,4
Ailt an Chorrain,54.9849,-8.4386,2014,3
An Bun Beag,55.0656,-8.2895,2014,8
An Charraig,54.6579,-8.6331,2014,7
An Cheathru Rua,53.2645,-9.6005,2014,1
An Clochan Liath,54.9516,-8.3613,2014,19
An Coirean,51.8311,-10.1742,2014,7
An Craoslach,55.1253,-7.9126,2014,5
An Fál Carrach,55.137,-8.102,2014,3
An Maim,53.5107,-9.5649,2014,11
An Rinn,52.0484,-7.5931,2014,3
An Spideal,53.2454,-9.3056,2014,10
Anglesea Street,51.8958,-8.465,2014,1044
Annascaul,52.1524,-10.0525,2014,2
Aran Mor,53.2721,-8.9319,2014,117
Ard An Rátha,54.7645,-8.4095,2014,5
Ardee,53.8549,-6.5411,2014,88
Ardfert,52.3235,-9.7789,2014,11
Ardfinnan,52.3118,-7.8783,2014,11
Ardmore,51.951,-7.7282,2014,15
Ardnacrusha,52.7077,-8.6131,2014,89
Ardrahan,53.1566,-8.8065,2014,3
Arklow,52.7963,-6.1546,2014,187
Arles,52.891000000000005,-7.0189,2014,31
Arva,53.9254,-7.5838,2014,7
Ashbourne,53.5114,-6.397,2014,318
Ashford,53.0139,-6.1073,2014,60
Askeaton,52.6006,-8.9712,2014,36
Athea,52.4599,-9.2875,2014,13
Athenry,53.2997,-8.7497,2014,27
Athleague,53.5687,-8.2524,2014,4
Athlone,53.4233,-7.9447,2014,475
Athy,52.9902,-6.9882,2014,201
Aughrim,52.856,-6.3268,2014,8
Avoca,52.8588,-6.2129,2014,24
Baile Atha Bui,53.6236,-6.9159,2014,47
Baile an Fheirtéaraigh,52.1659,-10.4062,2014,3
Baile Bhuirne,51.9458,-9.1692,2014,7
Bailieboro,53.9152,-6.9696,2014,34
Balbriggan,53.6143,-6.1912,2014,542
Balla,53.8019,-9.1299,2014,15
Ballaghderreen,53.8999,-8.5846,2014,40
Ballina,54.1129,-9.1604,2014,148
Ballinagh,53.9311,-7.4096,2014,23
Ballinamore,54.0546,-7.797000000000001,2014,17
Ballinasloe,53.3284,-8.2236,2014,186
Ballincollig,51.8882,-8.5903,2014,163
Ballindine,53.6696,-8.9577,2014,4
Ballineen,51.7359,-8.9489,2014,17
Ballingarry,52.4721,-8.8628,2014,21
Ballingarry North,53.0184,-8.0305,2014,5
Ballingarry South,52.586000000000006,-7.541,2014,10
Ballinhassig,51.8041,-8.5705,2014,27
Ballinlough,53.7408,-8.6358,2014,6
Ballinrobe,53.6246,-9.2262,2014,42
Ballintra,54.5778,-8.1254,2014,12
Ballivor,53.5327,-6.9672,2014,14
Ballon,52.7432,-6.7722,2014,11
Ballybay,54.1289,-6.9048,2014,18
Ballybofey,54.7996,-7.781000000000001,2014,66
Ballybunion,52.5113,-9.6702,2014,10
Ballyconnell,54.119,-7.5802,2014,30
Ballycotton,51.8303,-8.0131,2014,5
Ballycroy,54.0258,-9.8259,2014,0
Ballycullane,52.2789,-6.8392,2014,4
Ballydehob,51.5591,-9.4608,2014,7
Ballydesmond,52.1782,-9.231,2014,7
Ballyduff,52.4559,-9.6631,2014,2
Ballyfermot,53.3448,-6.358,2014,706
Ballygar,53.5219,-8.3284,2014,6
Ballyhale,52.4683,-7.2015,2014,10
Ballyhaunis,53.763999999999996,-8.7674,2014,36
Ballyheigue,52.3892,-9.8275,2014,7
Ballyjamesduff,53.8631,-7.2088,2014,18
Ballylanders,52.3707,-8.3455,2014,20
Ballylinan,52.943000000000005,-7.0432,2014,20
Ballymacarberry,52.2672,-7.7177,2014,2
Ballymahon,53.5613,-7.7608,2014,30
Ballymore,53.4911,-7.6817,2014,11
Ballymote,54.0874,-8.5152,2014,23
Ballymun,53.3945,-6.2637,2014,651
Ballynacargy,53.5863,-7.5349,2014,7
Ballyneety,52.5973,-8.5489,2014,46
Ballynoe,52.0602,-8.0993,2014,4
Ballyporeen,52.2702,-8.0977,2014,6
Ballyshannon,54.4987,-8.2048,2014,23
Ballyvaughan,53.1162,-9.1471,2014,11
Baltimore,51.4835,-9.3723,2014,1
Baltinglass,52.93899999999999,-6.7098,2014,68
Banagher,53.1905,-7.9859,2014,19
Bandon,51.7451,-8.7399,2014,101
Bangor Erris,54.144,-9.7471,2014,4
Bansha,52.4493,-8.0656,2014,14
Bantry,51.6803,-9.4552,2014,31
Barnaderg,53.4805,-8.7225,2014,9
Barraduff,52.0598,-9.3409,2014,0
Beal an Mhuirthead,54.2217,-9.9856,2014,9
Beal Atha an Ghaorthaidh,51.8519,-9.229,2014,4
Belturbet,54.1012,-7.4426,2014,66
Bennettsbridge,52.5903,-7.1832,2014,11
Birr,53.096000000000004,-7.9115,2014,119
Bishopstown,51.8807,-8.5146,2014,350
Blacklion,54.2915,-7.8762,2014,5
Blackrock Co Cork,51.8943,-8.4045,2014,243
Blackrock Co Dublin,53.2998,-6.1775,2014,620
Blackrock Co Louth,53.9638,-6.3682,2014,64
Blackwater,52.4454,-6.3488,2014,37
Blanchardstown,53.3899,-6.381,2014,2344
Blarney,51.931999999999995,-8.5677,2014,84
Blessington,53.1703,-6.5337,2014,148
Boherbue,52.159,-9.0698,2014,13
Bonniconlon,54.1096,-9.029,2014,9
Borris,52.6018,-6.9293,2014,21
Borris-In-Ossory,52.9393,-7.6288,2014,24
Borrisokane,52.9971,-8.127,2014,18
Borrisoleigh,52.7515,-7.9554,2014,16
Bothar Na Tra,53.2588,-9.0797,2014,137
Boyle,53.9734,-8.3004,2014,45
Bray,53.1987,-6.1006,2014,733
Bridewell Cork,51.9005,-8.477,2014,509
Bridewell Dublin,53.3471,-6.2741,2014,891
Bruff,52.4773,-8.547,2014,28
Bruree,52.4232,-8.6503,2014,19
Bunclody,52.6568,-6.6625,2014,55
Buncrana,55.1313,-7.4507,2014,84
Bundoran,54.4766,-8.2793,2014,34
Burnfoot,55.0547,-7.4016,2014,31
Buttevant,52.2293,-8.6713,2014,32
Cabinteely,53.2608,-6.1507,2014,514
Cabra,53.365,-6.3076,2014,571
Caherciveen,51.946999999999996,-10.2198,2014,23
Caherconlish,52.5938,-8.4695,2014,41
Cahir,52.376000000000005,-7.9203,2014,36
Callan,52.5424,-7.391,2014,37
Campile,52.2878,-6.9396,2014,10
Cappamore,52.6147,-8.3385,2014,14
Cappawhite,52.5832,-8.1648,2014,22
Cappoquin,52.1459,-7.8457,2014,18
Carbury,53.3385,-6.9367,2014,98
Carlingford,54.0412,-6.1872,2014,50
Carlow,52.8405,-6.9293,2014,531
Carna,53.3236,-9.8241,2014,9
Carndonagh,55.2535,-7.2595,2014,38
Carnew,52.7105,-6.4918,2014,14
Carraig Airt,55.1751,-7.7985,2014,4
Carrickbyrne,52.3624,-6.7597,2014,11
Carrickmacross,53.9761,-6.7188,2014,101
Carrick-on-Bannow,52.2381,-6.734,2014,12
Carrick-On-Shannon,53.9443,-8.0902,2014,105
Carrick-On-Suir,52.3482,-7.4099,2014,80
Carrigaline,51.8148,-8.3915,2014,101
Carrigallen,53.9756,-7.6467,2014,7
Carrigans,54.9512,-7.4268,2014,10
Carrigtwohill,51.9095,-8.2618,2014,43
Cashel,52.5163,-7.8903,2014,87
Castlebar,53.8534,-9.2976,2014,242
Castlebellingham,53.8993,-6.3899,2014,108
Castleblayney,54.1179,-6.735,2014,63
Castlebridge,52.3847,-6.4526,2014,54
Castlecomer,52.7993,-7.2095,2014,38
Castleconnell,52.7134,-8.4985,2014,96
Castledermot,52.9092,-6.8492,2014,38
Castlefin,54.8027,-7.5952,2014,12
Castlegregory,52.2542,-10.0206,2014,19
Castleisland,52.2304,-9.4628,2014,33
Castlemaine,52.1702,-9.7006,2014,11
Castlepollard,53.6785,-7.2966,2014,28
Castlerea,53.7666,-8.4841,2014,52
Castletownbere,51.6495,-9.9147,2014,13
Castletownroche,52.1707,-8.468,2014,19
Cavan,53.9933,-7.3609,2014,296
Celbridge,53.343999999999994,-6.5417,2014,349
Charlestown,53.9627,-8.7935,2014,24
Charleville,52.3561,-8.6826,2014,92
Cill Ronain,53.1213,-9.6678,2014,1
Clane,53.2937,-6.6859,2014,151
Clara,53.3454,-7.6141,2014,28
Claremorris,53.7236,-8.9851,2014,49
Clifden,53.4882,-10.0092,2014,24
Cloch na Ron,53.3936,-9.9211,2014,0
Cloghan,53.2248,-7.8775,2014,4
Clogheen,52.2769,-7.9953,2014,16
Clogher,54.8368,-8.4275,2014,0
Clogherhead,53.7904,-6.2427,2014,96
Clonakilty,51.6249,-8.8889,2014,70
Clonark,53.3684,-8.0347,2014,20
Clonaslee,53.1486,-7.526,2014,11
Clonbologue,53.2591,-7.0858,2014,6
Clondalkin,53.3231,-6.395,2014,1123
Clones,54.1775,-7.2282,2014,38
Clonmany,55.263000000000005,-7.4128,2014,4
Clonmel,52.3541,-7.6999,2014,319
Clonroche,52.4504,-6.7159,2014,22
Clontarf,53.3635,-6.2201,2014,669
Cloughjordan,52.942,-8.0397,2014,8
Cloyne,51.8628,-8.1235,2014,11
Coachford,51.9091,-8.7911,2014,30
Cobh,51.8482,-8.3036,2014,78
Collon,53.7779,-6.4849,2014,15
Collooney,54.1855,-8.4879,2014,27
Cong,53.5415,-9.2865,2014,8
Convoy,54.8593,-7.669,2014,16
Coolaney,54.1724,-8.6034,2014,8
Coolock,53.3903,-6.2011,2014,845
Cootehill,54.0747,-7.0787,2014,57
Corofin,52.9475,-9.0686,2014,14
Corofin,53.4376,-8.8631,2014,6
Courtown Harbour,52.6443,-6.2305,2014,88
Craughwell,53.2294,-8.7339,2014,23
Creggs,53.5949,-8.3638,2014,0
Crookstown,51.8587,-8.8013,2014,29
Croom,52.522,-8.7188,2014,43
Crosshaven,51.803999999999995,-8.3045,2014,25
Crossmolina,54.0998,-9.3227,2014,17
Crumlin,53.3196,-6.315,2014,483
Crusheen,52.9385,-8.8986,2014,7
Daingean,53.293,-7.2936,2014,32
Delvin,53.6145,-7.0901,2014,25
Dingle,52.1392,-10.2705,2014,20
Dolla,52.7971,-8.1921,2014,11
Donegal Town,54.6524,-8.1111,2014,33
Doneraile,52.2157,-8.5854,2014,19
Donnybrook,53.3217,-6.2359,2014,811
Douglas,51.8751,-8.431000000000001,2014,228
Dowra,54.1904,-8.0153,2014,5
Drimoleague,51.659,-9.264,2014,6
Drinagh,51.6477,-9.1545,2014,4
Drogheda,53.7151,-6.3566,2014,689
Drumad,54.0957,-6.3608,2014,44
Drumcollogher,52.3382,-8.9113,2014,9
Drumlish,53.8217,-7.7659,2014,11
Drumshambo,54.0465,-8.04,2014,17
Dublin Airport,53.4299,-6.2455,2014,149
Duleek,53.6539,-6.4181,2014,82
Dun Fionnachaid,55.1829,-7.9744,2014,7
Dun Laoghaire,53.2899,-6.1333,2014,816
Dunboyne,53.4211,-6.4771,2014,220
Duncannon,52.2214,-6.9298,2014,18
Dundalk,53.9995,-6.4097,2014,856
Dundrum,53.2895,-6.2426,2014,1390
Dungarvan,52.0877,-7.6245,2014,185
Dunlavin,53.0588,-6.7011,2014,21
Dunleer,53.8285,-6.3946,2014,50
Dunmanway,51.7228,-9.1101,2014,31
Dunmore East,52.1484,-6.9929,2014,17
Dunmore,53.6176,-8.7406,2014,24
Dunshaughlin,53.5108,-6.5393,2014,107
Durrow,52.8443,-7.3961,2014,21
