Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,Male,Female,Total,Sex,xcoord,ycoord,Long,Lat
18744B,S N NA NAOMH UILE,MULLINGAR,CO WESTMEATH,,,Westmeath,CHURCH OF IRELAND,N,N,N,56,41,97,Mixed,243846,252901,-7.33882,53.5242
16833N,KILTEALY N S,KILTEALY,ENNISCORTHY,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,47,50,97,Mixed,285312,146864,-6.74171,52.5665
18687P,BALLYDUFF N S,BALLYDUFF,CAMOLIN,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,38,59,97,Mixed,303743,155029,-6.4674,52.6366
18518P,S N CORR LORGAN,CABHAN,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,56,40,96,Mixed,242151,301420,-7.35776,53.9603
19426P,S N MHARCUIS B,AN GLEANN,CORCAIGH,,,Cork,CATHOLIC,N,Y,N,96,0,96,Boys,168552,73269,-8.45704,51.9108
11992I,WHITEGATE MIXED N S,MIDLETON,CO CORK,,,Cork,CATHOLIC,N,N,N,42,54,96,Mixed,183809,63428,-8.23485,51.823
18371L,SCOIL MHUIRE,AN CRAOSLOCH,LETTERKENNY,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,48,48,96,Mixed,205657,430812,-7.91132,55.1245
14917J,ZION PARISH PRIMARY SCHOOL,BUSHY PARK ROAD,RATHGAR,DUBLIN 6,,Dublin,CHURCH OF IRELAND,N,N,N,46,50,96,Mixed,315056,229992,-6.27372,53.3077
16794G,ST BRIGIDS N S,MERVILLE  RD,STILLORGAN,BLACKROCK.  CO. DUBLIN,134,Dublin,CHURCH OF IRELAND,N,N,N,46,50,96,Mixed,320317,227601,-6.19573,53.2851
14294W,BRIERFIELD N SCHOOL,TUAM,CO GALWAY,,,Galway,CATHOLIC,N,N,N,47,49,96,Mixed,155973,246393,-8.663,53.4657
20013U,GAELSCOIL LIOS TUATHAIL,LIOS TUATHAIL,CO CHIARRAI,,,Kerry,CATHOLIC,N,Y,N,44,52,96,Mixed,99514,133994,-9.47814,52.4483
07636K,ST FINTANS N S,NEW LINE ROAD,MOUNTRATH,CO LAOIS,,Laois,CATHOLIC,N,N,N,96,0,96,Boys,234977,194291,-7.47899,52.9982
19931F,GAELSCOIL SHEOIRSE,CLANCY,AN CNOC THEAS,LUIMNEACH,,Limerick,CATHOLIC,N,Y,N,44,52,96,Mixed,158531,155003,-8.61272,52.6447
17871D,SCOIL CILL CHURNAIN,KILCORNAN,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,62,34,96,Mixed,140205,151904,-8.8829,52.6152
19323F,S N BEAL ATHA GREAN,KILMALLOCK,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,45,51,96,Mixed,146677,128396,-8.78359,52.4046
17483R,CARRAHOLLY N S,Peadar O Cearnaigh - Principal,Westport,Co Mayo,,Mayo,CATHOLIC,N,Y,N,55,41,96,Mixed,95243,286178,-9.59065,53.8145
19911W,ST PATRICKS CENTRAL NS,KILMAINE,CO MAYO,,,Mayo,CATHOLIC,N,N,N,48,48,96,Mixed,125708,259759,-9.12185,53.5824
07949I,S N OSMANN,BIRR,CO OFFALY,,,Offaly,CHURCH OF IRELAND,N,N,N,53,43,96,Mixed,205785,205503,-7.91362,53.1001
10353P,CHARLEVILLE N S,CHARLEVILLE,TULLAMORE,CO OFFALY,,Offaly,CHURCH OF IRELAND,N,N,N,54,42,96,Mixed,234640,224867,-7.48071,53.273
15614T,TAUGHMACONNELL N S,TEACH MHIC CONAILL,BEAL ATHA NA SLUAIGHE,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,50,46,96,Mixed,190328,238986,-8.14543,53.4009
15217J,ARDKEERIN N S,RIVERSTOWN,BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,N,N,54,42,96,Mixed,174169,320029,-8.39517,54.1286
19305D,TANKERSTOWN N S,TANKERSTOWN,BANSHA,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,48,48,96,Mixed,199233,129697,-8.01127,52.4189
17510R,S N TREASA NFA,BALLYELLIS,GOREY,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,48,48,96,Mixed,304248,161783,-6.45781,52.6972
18336J,BOOLAVOGUE N S,BOOLAVOGUE,FERNS,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,62,34,96,Mixed,307194,145996,-6.41936,52.5548
16900C,S N PADRAIG NAOFA B,SKIBBEREEN,CO CORK,,,Cork,CATHOLIC,N,N,N,95,0,95,Boys,112643,34235,-9.25965,51.5541
14631O,SCOIL CHOLMCHILLE,MALIN,LIFFORD,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,45,50,95,Mixed,251980,452999,-7.1811,55.3211
18114O,S N NAOMH EIGHNEACH,DISEART EIGHNIGH,BUNCRANNACH,CO DUN NA NGALL,,Donegal,CATHOLIC,N,Y,N,47,48,95,Mixed,230897,437890,-7.51488,55.1872
18241V,SCOIL NAOMH CHOLMCILLE,DRUMMAN,RAMELTON,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,50,45,95,Mixed,218935,421662,-7.70378,55.042
14717B,RATHGAR N S,RATHGAR,DUBLIN 6,,,Dublin,METHODIST,N,N,N,44,51,95,Mixed,314989,230671,-6.27447,53.3138
15569R,SCOIL MOIBHI,MILVERTON,SKERRIES,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,44,51,95,Mixed,322788,258769,-6.14656,53.5644
20384J,Powerstown Educate Together National School,Powerstown Road,Tyrrelstown,Dublin 15,,Dublin,MULTI DENOMINATIONAL,N,N,N,50,45,95,Mixed,307155.86,241669.76,-6.38824,53.4143
17995V,S N OILIBHEAR PLUNGLEAD,KILLINA,CARBURY,CO KILDARE,,Kildare,CATHOLIC,N,N,N,37,58,95,Mixed,272297,228952,-6.91534,53.3059
16430O,Owning National School,PILTOWN,CO KILKENNY,,,Kilkenny,CATHOLIC,N,N,N,57,38,95,Mixed,244732,126338,-7.34293,52.3869
18660S,S N SHAN NIOCLAS,Windgap,CO KILKENNY,,,Kilkenny,CATHOLIC,N,N,N,55,40,95,Mixed,241108,134592,-7.39514,52.4613
16913L,SCOIL NA NAOINEAN,EAS GEIPHTINE,CO LUIMNI,,,Limerick,CATHOLIC,N,N,N,51,44,95,Mixed,133567,150316,-8.98058,52.6001
09238I,BALLINLOUGH N S,BALLINLOUGH,KELLS,CO MEATH,,Meath,CATHOLIC,N,N,N,47,48,95,Mixed,264162,276239,-7.02769,53.7318
17742P,SCOIL NAIS MHUIRE NAOFA,KILTALE,DUNSANY,CO MEATH,,Meath,CATHOLIC,N,N,N,40,55,95,Mixed,288067,253510,-6.67195,53.5242
20396Q,Ashbourne Educate Together National School,via Ashbourne Community Centre,Deerpark,Ashbourne,Co. Meath,Meath,MULTI DENOMINATIONAL,N,N,N,43,52,95,Mixed,306272.3,252406.37,-6.3979,53.5109
10429W,SCOIL MHUIRE,ROCKCORRY,CO MONAGHAN,,,Monaghan,CATHOLIC,N,Y,N,47,48,95,Mixed,264598,318935,-7.01207,54.1154
14071C,DRUMGOSSETT N S,DRUMGOSSETT,CARRICKMACROSS,CO MONAGHAN,,Monaghan,CATHOLIC,N,N,N,48,47,95,Mixed,280312,300965,-6.77655,53.9517
18331W,S N CAOIMHIN NAOFA,CLUAIN LISC,SHINRONE,CO OFFALY,,Offaly,CATHOLIC,N,N,N,54,41,95,Mixed,206113,188520,-7.90905,52.9475
16009H,CARRICK MIXED N S,BALLINLOUGH,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,47,48,95,Mixed,157010,277842,-8.65172,53.7484
15560W,BISHOP HARTY NS,BALLINREE,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,57,38,95,Mixed,193646,179683,-8.09436,52.8681
17179O,S N AN CILLIN,BIRR,CO OFFALY,,,Tipperary,CATHOLIC,N,N,N,40,55,95,Mixed,204137,204278,-7.93825,53.0891
17543J,CLOUGHJORDAN N S,CLOUGHJORDAN,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,52,43,95,Mixed,197029,188072,-8.0442,52.9435
18396E,S N RATH EILTE,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,51,44,95,Mixed,216165,162568,-7.76078,52.7141
19422H,CLOUGHJORDAN NO 1 N S,TEMPLEMORE ROAD,CLOUGHJORDAN,CO TIPPERARY,,Tipperary,CHURCH OF IRELAND,N,N,N,53,42,95,Mixed,198081,187493,-8.02854,52.9383
14791N,CAPPAWHITE N S,CAPPAWHITE,CO TIPPERARY,,,Tipperary,CATHOLIC,N,Y,N,46,49,95,Mixed,188886,148031,-8.16398,52.5835
18321T,S N MUIRE MAGH DEILGE,CEAPACH,CO WATERFORD,,,Waterford,CATHOLIC,N,N,N,48,47,95,Mixed,216859,99640,-7.75368,52.1485
20238V,Gaelscoil An Choillín,AN COILLIN MOR,AN MUILEANN gCEARR,CO na hIARMHÍ,,Westmeath,INTER DENOMINATIONAL,N,N,N,47,48,95,Mixed,242731,256325,-7.35516,53.5551
18502A,S N NAOMH BRID,TALBOTSTOWN,KILTEGAN,CO WICKLOW,,Wicklow,CATHOLIC,N,N,N,49,46,95,Mixed,291974,186918,-6.63225,52.9253
15120R,KILLYCONNAN N S,STRADONE,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,47,47,94,Mixed,248761,301767,-7.257,53.9629
14571W,TOMGRANEY N S,TOMGRANEY,LIMERICK,,,Clare,CATHOLIC,N,N,N,46,48,94,Mixed,163627,183100,-8.54055,52.8976
12395S,RUSHEEN NS,COACHFORD,CO CORK,,,Cork,CATHOLIC,N,N,N,48,46,94,Mixed,137873,76498,-8.90345,51.9373
17950W,SHANAGARRY N S,SHANAGARRY,MIDLETON,CO CORK,,Cork,CATHOLIC,N,N,N,38,56,94,Mixed,197569,66875,-8.03529,51.8542
16375J,FROSSES N S,FROSSES,INVER,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,45,49,94,Mixed,184323,380160,-8.24301,54.6692
16989V,CHRIST THE KING G N S,CABRA,DUBLIN 7,107,,Dublin,CATHOLIC,N,Y,N,0,94,94,Girls,314162,236173,-6.2849,53.3634
17613E,S N CAITRIONA NAOFA,EACHDRUIM,CO GALWAY,,,Galway,CATHOLIC,N,N,N,48,46,94,Mixed,178751,228331,-8.31878,53.3049
17072T,S N CILL CRUINN,LIOS TUATHAIL,CO CHIARRAI,,,Kerry,CATHOLIC,N,N,N,70,24,94,Mixed,94691,132324,-9.54853,52.4323
13902O,HEWETSONS N S,CLANE,NAAS,CO KILDARE,,Kildare,CHURCH OF IRELAND,N,N,N,44,50,94,Mixed,287229,226259,-6.69212,53.2795
19171I,S N NAOMH MHUIRE,BAILE NUA AN CHAISIL,CO LONGPHORT,,,Longford,CATHOLIC,N,N,N,48,46,94,Mixed,204005,259228,-7.93952,53.5829
18169Q,S N RATH RIAGAIN,BAILE AN BHOTHAIR,DUN BOINNE,CO NA MIDHE,,Meath,CATHOLIC,N,N,N,54,40,94,Mixed,297359,247458,-6.53375,53.4682
13940W,ENNISCRONE N S,ENNISCRONE,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,47,47,94,Mixed,129094,329898,-9.08697,54.213
17283J,S N PADRAIG NAOFA,GEEVAGH,BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,N,N,39,55,94,Mixed,184004,316905,-8.24455,54.1009
19528A,RAMSGRANGE CENTRAL N S,RAMSGRANGE,NEW ROSS,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,46,48,94,Mixed,273804,110942,-6.91932,52.2454
18118W,COOLFANCY N S,CUL FHASAIGH,TINAHELY,CO WICKLOW,,Wicklow,CATHOLIC,N,N,N,52,42,94,Mixed,305875,169184,-6.43136,52.7634
18624O,MERCY CONVENT KILLALOE,KILLALOE,CO CLARE,,,Clare,CATHOLIC,N,N,N,0,93,93,Girls,170299,172842,-8.44046,52.8058
15646J,COOMHOLA N S,BANTRY,CO CORK,,,Cork,CATHOLIC,N,N,N,41,52,93,Mixed,99980,55436,-9.44824,51.7425
16109L,SCOIL REALT NA MARA,BALLYCOTTON,MIDLETON,CO CORK,,Cork,CATHOLIC,N,N,N,58,35,93,Mixed,198941,64195,-8.01536,51.8301
17527L,SCOIL BHRUGH THUINNE,CHURCHTOWN,MALLOW,CO CORK,,Cork,CATHOLIC,N,N,N,47,46,93,Mixed,150207,113215,-8.72947,52.2685
20096E,GAELSCOIL NA GCEITHRE MAISTRI,BAILE DUN NA NGALL,CO DUN NA NGALL,,,Donegal,INTER DENOMINATIONAL,N,N,N,58,35,93,Mixed,193826,377199,-8.09564,54.6428
15796F,S N COR AN DROMA,CLAREGALWAY,CO GALWAY,,,Galway,CATHOLIC,N,N,N,51,42,93,Mixed,139476,240386,-8.91024,53.4101
02418V,KNOCKADERRY N S,FARRANFORE,CO KERRY,,,Kerry,CATHOLIC,N,N,N,47,46,93,Mixed,94159,103262,-9.54722,52.1711
16817P,BRANNOXTOWN N S,BRANNOCKSTOWN,BALLYMORE EUSTACE,CO KILDARE,,Kildare,CATHOLIC,N,N,N,55,38,93,Mixed,287261,208761,-6.69642,53.1223
17339K,S N NAOMH CHIARAIN,CUIRT AN PHUCA,JOHNSTOWN,CO KILKENNY,,Kilkenny,CATHOLIC,N,N,N,42,51,93,Mixed,229713,166700,-7.55992,52.7506
13614J,S N BRID NAOFA,BEAL AN ATHA MOIR,CARRICK ON SHANNON,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,22,71,93,Mixed,212695,311461,-7.80615,54.0521
17184H,OOLA NATIONAL SCHOOL,OOLA,TIPPERARY,,,Limerick,CATHOLIC,N,N,N,56,37,93,Mixed,182289,142278,-8.26101,52.5317
11072M,S N NAOMH PEADAR,BOLTON STREET,DROGHEDA,CO LOUTH,,Louth,CHURCH OF IRELAND,N,N,N,51,42,93,Mixed,308627,275404,-6.3544,53.717
17727T,SN CROI MUIRE,BEAL AN MHUIRTHID,CO MHAIGH EO,,,Mayo,CATHOLIC,N,Y,Y,52,41,93,Mixed,70170,332495,-9.99091,54.2248
06789H,LISRONAGH N S,LISRONAGH,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,54,39,93,Mixed,220182,129558,-7.70334,52.4173
10131U,MOIN AN BHEALAIGH N S,MOIN AN BHEALAIGH,CO CILL MANTAIN,,,Wicklow,CATHOLIC,N,N,N,53,40,93,Mixed,298863,207207,-6.52363,53.1063
18033O,KILCOMMON N S,KILCOMMON,TINAHELY,CO WICKLOW,,Wicklow,CHURCH OF IRELAND,N,N,N,53,40,93,Mixed,304010,172437,-6.45795,52.793
17479D,SCOIL MHUIRE,LACKEN,BALLINAGH,CO CAVAN,,Cavan,CATHOLIC,N,Y,N,47,45,92,Mixed,236935,296511,-7.43782,53.9166
17040G,SN NAOMH SAMHTHANN,DRUMDOIT,CASTLEFIN,CO DONEGAL,,Donegal,CATHOLIC,N,N,N,41,51,92,Mixed,227640,392306,-7.57041,54.7778
17729A,SCOIL NAOMH PROINNSEAS,MAGHERABEG,MANORCUNNINGHAM,LETTERKENNY,CO. DONEGAL,Donegal,CATHOLIC,N,Y,N,54,38,92,Mixed,224899,413614,-7.61117,54.9694
18421A,SN DUN CEANNFHAOLAIDH,DUN CEANNFHAOLAIDH,CO DONEGAL,,,Donegal,CATHOLIC,N,Y,N,48,44,92,Mixed,177134,376094,-8.35412,54.6324
17472M,BAILE FALBACH,LUSK,CO DUBLIN,133,,Dublin,CATHOLIC,N,N,N,46,46,92,Mixed,318850,257116,-6.20659,53.5505
19582G,ST MAELRUAINS  N S,KILCLARE AVENUE,JOBSTOWN,TALLAGHT,DUBLIN 24,Dublin,CHURCH OF IRELAND,N,Y,N,51,41,92,Mixed,307291,226973,-6.39119,53.2822
20398U,Scoil Niamh Community National School,Fortunestown Lane,City West,Dublin 24,,Dublin,MULTI DENOMINATIONAL,N,N,N,48,44,92,Mixed,304275.79,227085.97,-6.43635,53.2838
20402I,City West Educate Together National School,City West,Co Dublin,,,Dublin,MULTI DENOMINATIONAL,N,N,N,47,45,92,Mixed,304275.79,227086.66,-6.43635,53.2838
09878V,AGHATUBRID N S,KILLARNEY,CO KERRY,,,Kerry,CATHOLIC,N,N,N,53,39,92,Mixed,46660,73316,-10.2277,51.891
10014Q,COOLICK NATIONAL SCHOOL,CILL AIRNE,CO CHIARRAI,,,Kerry,CATHOLIC,N,N,N,45,47,92,Mixed,96940,98015,-9.50499,52.1245
18414D,S N GLEANN BEITHE,GLENBEIGH,CO KERRY,,,Kerry,CATHOLIC,N,Y,N,35,57,92,Mixed,65160,89184,-9.96533,52.0384
11893G,ST DAVIDS NS,DUBLIN ROAD,NAAS,CO. KILDARE.,,Kildare,CHURCH OF IRELAND,N,N,N,48,44,92,Mixed,289680,219821,-6.65719,53.2212
16635J,Scoil Náisiúnta Naomh Pádraig,CURRAGH CAMP,CO KILDARE,,,Kildare,CATHOLIC,N,Y,N,92,0,92,Boys,277632,211324,-6.83961,53.1468
18650P,NEWTOWN NS,ENFIELD,CO. MEATH.,,,Kildare,CATHOLIC,N,N,N,56,36,92,Mixed,282744,238963,-6.75603,53.3943
17493U,ROSENALLIS N S,ROSENALLIS,CO LAOIS,,,Laois,CATHOLIC,N,N,N,44,48,92,Mixed,239427,209574,-7.41084,53.1353
18203N,CUL AN TSUDAIRE N S,CUL AN TSUDAIRE,PORTARLINGTON,CO LAOIS,,Laois,CHURCH OF IRELAND,N,N,N,40,52,92,Mixed,254158,212134,-7.1903,53.157
20260O,Gaelscoil Chluainín,Sráid an Chaisleáin,Cluainín Uí Ruairc,Co. Liatroma,,Leitrim,CATHOLIC,N,N,N,44,48,92,Mixed,188346,339716,-8.17905,54.306
04466T,BALLYMARTIN N S,CROOM,KILMALLOCK,CO LIMERICK,,Limerick,CATHOLIC,N,N,N,42,50,92,Mixed,155677,142435,-8.6532,52.5316
02013S,BALLINTOGHER N S,BALLINTOGHER,SLIGO,,,Sligo,CATHOLIC,N,N,N,46,46,92,Mixed,176088,327893,-8.36644,54.1993
17799V,S N NA HAILLE,AN MHOIN ARD,CO TIOBRAD ARANN,,,Tipperary,CATHOLIC,N,N,N,48,44,92,Mixed,185715,144897,-8.21064,52.5553
19294B,LISVERNANE N S,GALBALLY,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,53,39,92,Mixed,184652,128877,-8.22557,52.4113
17117P,S N CUL GREINE,COOLGREANY,GOREY,CO WEXFORD,,Wexford,CATHOLIC,N,Y,N,41,51,92,Mixed,319234,169418,-6.23345,52.7627
12099O,BILLIS N S,NEW INN,BALLYJAMESDUFF,CO CAVAN,,Cavan,CHURCH OF IRELAND,N,N,N,45,46,91,Mixed,256245,293373,-7.14452,53.8867
18696Q,S N DUBH RATH,CAISLEAN AN CHLAR,CO CLARE,,,Clare,CATHOLIC,N,N,N,50,41,91,Mixed,138485,174664,-8.91256,52.8195
15208I,S N NA SRAITHE MOIRE,MIN A LABAIN,LEITIR CEANAINN,CO DHUN NA NGALL,,Donegal,CATHOLIC,N,Y,Y,42,49,91,Mixed,202144,413319,-7.96652,54.9674
17018N,SCOIL PHADRAIG,DOBHAR,AN BUN BEAG,LEITIRCEANAINN,CO DHUN NA NGALL,Donegal,CATHOLIC,N,Y,Y,37,54,91,Mixed,183695,421157,-8.25505,55.0375
19896G,SCOIL CAITRIONA NA MBRAITHRE,BAGGOT ST,DUBLIN 2,,,Dublin,CATHOLIC,N,Y,N,49,42,91,Mixed,316902,233182,-6.24486,53.336
14180H,HOLMPATRICK N S,HOLMPATRICK,SKERRIES,CO. DUBLIN,,Dublin,CHURCH OF IRELAND,N,N,N,47,44,91,Mixed,325393,260511,-6.10656,53.5795
13686L,S N NAOMH IOSEF,CONG,CO MAYO,,,Galway,CATHOLIC,N,N,N,47,44,91,Mixed,115153,255530,-9.28005,53.5428
10049M,LOUGHGUITANE N S,CILL AIRNE,CO CHIRRAI,,,Kerry,CATHOLIC,N,N,N,47,44,91,Mixed,100114,86871,-9.4554,52.025
18287W,S N NA MAIGHDINE MHUIRE,GEARR EISCIR,MOYVALLEY,CO KILDARE,,Kildare,CATHOLIC,N,N,N,44,47,91,Mixed,268963,241625,-6.96259,53.4202
14069P,DUN DEALGAN N S,JOCELYN STREET,DUNDALK,CO LOUTH,,Louth,PRESBYTERIAN,N,N,N,50,41,91,Mixed,305268,307282,-6.39434,54.004
18126V,S N SAN NIOCLAS,TIGH BANAN,CASTLEBELLINGHAM,CO LOUTH,,Louth,CATHOLIC,N,N,N,60,31,91,Mixed,302620,291898,-6.43987,53.8663
19364T,KILLEEVAN CENTRAL N S,NEWBLISS,CO MONAGHAN,,,Monaghan,CATHOLIC,N,N,N,45,46,91,Mixed,256112,324230,-7.14085,54.1639
15983E,S N NAOMH BROGAIN,BRACKNA,RATHANGAN,CO KILDARE,,Offaly,CATHOLIC,N,N,N,52,39,91,Mixed,260541,217891,-7.09379,53.208
18194P,CIARAN NAOFA,FIODHARTA,CO ROS COMAIN,,,Roscommon,CATHOLIC,N,N,N,48,43,91,Mixed,181011,262661,-8.28695,53.6134
17774F,S N LISSARA NAOFA,BAILE NA CARRA,BAILE AN MHOTA,CO SLIGEACH,,Sligo,CATHOLIC,N,N,N,44,47,91,Mixed,163285,320621,-8.56174,54.1332
14008S,S N BHRIDE,DUN NA SCIATH,CURRAGHPOOR,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,50,41,91,Mixed,194220,141521,-8.08517,52.5251
17167H,BL OLIVER PLUNKETT N S,MOATE,CO WESTMEATH,,,Westmeath,CATHOLIC,N,N,N,91,0,91,Boys,218129,238535,-7.72744,53.3967
17832Q,KILNABOY N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,39,51,90,Mixed,127533,191776,-9.07881,52.9719
17831O,GLEBE NS,THE GLEBE,DUN NA NGALL,CO DHUN NA NGALL,,Donegal,CHURCH OF IRELAND,N,N,N,44,46,90,Mixed,192955,378061,-8.10915,54.6506
19633U,MOYLE N S,MOYLE NS,NEWTOWNCUNNINGHAM,LIFFORD CO DONEGAL,,Donegal,PRESBYTERIAN,N,N,N,31,59,90,Mixed,230038,416933,-7.53058,54.9989
17953F,S N BHAILE EAMONN,RATHFARNHAM,DUBLIN 14,114,,Dublin,CATHOLIC,N,N,N,43,47,90,Mixed,313508,225593,-6.2985,53.2685
01013N,SCOIL CROI IOSA,PRESENTATION ROAD,GALWAY,,,Galway,CATHOLIC,N,Y,N,35,55,90,Mixed,129168,225373,-9.06189,53.274
16750J,PAROCHIAL N S,CEARNOG TI NA CUAIRTE,GAILLIMH,,,Galway,CHURCH OF IRELAND,N,N,N,45,45,90,Mixed,129712,225609,-9.05379,53.2762
15632V,ST JOSEPH GIRLS N.S. SCHOOL,KILMACOW,CO. KILKENNY,VIA WATERFORD,,Kilkenny,CATHOLIC,N,N,N,0,90,90,Girls,256422,118304,-7.17258,52.3136
14838N,MARYBORO N S,MARYBORO,PORTLAOISE,CO LAOIS,,Laois,CHURCH OF IRELAND,N,N,N,47,43,90,Mixed,247495,198401,-7.29193,53.0342
18426K,SCOIL IDE NAOFA,RAITHINEACH,BEALACH,CO LUIMNI,,Limerick,CATHOLIC,N,N,N,43,47,90,Mixed,128999,125386,-9.04269,52.3755
09186P,SCOIL MHUIRE,MACHAIRE AIRNE,SMITHBOROUGH,CO MONAGHAN,,Monaghan,CATHOLIC,N,N,N,45,45,90,Mixed,258006,330075,-7.11072,54.2162
19638H,COOLDERRY CENTRAL NS,BROSNA,BIRR,CO OFFALY,,Offaly,CATHOLIC,N,N,N,44,46,90,Mixed,210680,195694,-7.84086,53.0119
13757I,TARMON N S,CASTLEREA,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,45,45,90,Mixed,171134,280212,-8.43783,53.7707
18557C,S N TEAMPALL DOIRE,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,47,43,90,Mixed,194746,169147,-8.07786,52.7734
18501V,GRANGEMOCKLER NS,CARRICK ON SUIR,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,47,43,90,Mixed,235938,132749,-7.47141,52.4451
17932U,ODHRAN NAOFA N S,SONNA,SLANEMORE,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,N,N,38,52,90,Mixed,234370,256677,-7.48129,53.5589
01782O,S N NAOMH PADRAIG,BEARNA CHLE,ARKLOW,CO WICKLOW,,Wicklow,CATHOLIC,N,N,N,43,47,90,Mixed,319132,172981,-6.23366,52.7947
05627W,BAILIEBORO MODEL N S,BAILIEBORO,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,52,37,89,Mixed,267435,296887,-6.97357,53.9169
17240O,S N TAMHNACH DHUIBH,BAILIEBORO,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,51,38,89,Mixed,261808,301526,-7.05827,53.9593
19378H,BALLYNARRY N S,BALLYHEELAN,KILNALECK,CO CAVAN,,Cavan,CATHOLIC,N,N,N,55,34,89,Mixed,242963,287741,-7.34731,53.8374
18642Q,S N NAOMH EOIN,TOWER ROAD,CLONDALKIN,DUBLIN 22,,Dublin,CHURCH OF IRELAND,N,N,N,43,46,89,Mixed,307033,231340,-6.39358,53.3215
14377D,S N CILL CONAILL,CILL CONAILL,BEAL ATHA NA SLUAGH,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,N,42,47,89,Mixed,173183,231255,-8.40256,53.3309
20280U,Newtown NS,Newtown,Abbeyknockmoy,Tuam,Co. Galway,Galway,CATHOLIC,N,Y,N,50,39,89,Mixed,151608,243514,-8.72828,53.4395
18759O,CAHIR NATIONAL SCHOOL,KENMARE,CO KERRY,,,Kerry,CATHOLIC,N,N,N,42,47,89,Mixed,94950,72334,-9.52617,51.8934
19458F,KILGARVAN CENTRAL SCHL,KILGARVAN,CO KERRY,,,Kerry,CATHOLIC,N,N,N,46,43,89,Mixed,100803,73593,-9.44153,51.9058
